Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	diversification	extinction_rate	fossil[1]	fossil[2]	fossil[3]	fossil[4]	fossil[5]	fossil[6]	fossil[7]	fossil[8]	fossil[9]	fossil[10]	fossil[11]	fossil[12]	fossil[13]	fossil[14]	fossil[15]	fossil[16]	fossil[17]	fossil[18]	fossil[19]	fossil[20]	fossil[21]	fossil[22]	fossil[23]	fossil[24]	fossil[25]	fossil[26]	fossil[27]	num_samp_anc	origin_time	psi	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	t[1]	t[2]	t[3]	t[4]	t[5]	t[6]	t[7]	t[8]	t[9]	t[10]	t[11]	t[12]	t[13]	t[14]	t[15]	t[16]	t[17]	t[18]	t[19]	t[20]	t[21]	t[22]	t[23]	t[24]	t[25]	t[26]	t[27]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
480	-995.5327	-528.4383	-467.0944	30098.94	0.0489878	1.69516	0.109853	0.0484845	0.00456355	0.0948532	2.44275	0.788194	1.25031	0.0231436	0.0404962	0.0492008	33.198	0.283091	6.5949	0.192178	0.00345029	0.126577	0.160022	0.00265231	0.0200516	0.00343945	1.44998	0.0166782	0.0242302	2.03703	3.74468	0.00175837	695.806	5.66573	405252	0.0323305	48531.4	0.965424	0.014817	16.422	0.0941028	0.18133	106.627	71927.7	5.96374e+06	0.346938	0.717705	2.50188e-05	0.0129036	0.261635	2.68884	1.96633	0.165065	0.0662159	834.983	4.64576	0.1034425	0.03319029	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1344532	0.992683	0.998119	1.00186	1.00734	0.1366328	10.2498	15.1297	0.494692	6.32871	1.59768	1.75694	15.2	15.2	11.07	11.07	4.99323	5.2176	3.31992	1.76165	0	14.0033	11.0698	13.4291	15.2	8.38128	15.1992	7.20918	13.9684	6.69618	6.79794	1.15685	15.2	0.2429159	6.774358	-2.423293	2.944975	8.672876
490	-1024.539	-534.9801	-489.5589	17506.84	0.0194883	2.99018	0.24237	0.0414924	0.00041131	0.0166151	4.19685	1.38657	0.541407	0.024838	0.974809	0.0214058	32.3161	0.196365	4.67054	0.408409	0.0043297	0.165886	0.102661	0.0134712	0.00878309	0.00868144	0.543954	0.0323657	0.041368	1.66799	0.19657	0.00207522	3209.45	7.41774	847128	0.0114773	27109.5	1.00399	0.0211956	90.9442	0.036384	0.869018	258.328	426836	1.46627e+07	0.57108	0.819015	0.000188649	0.0135251	0.135307	0.745546	7.27351	0.12136	0.41445	980.041	2.25887	0.09034786	0.04476904	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1253023	0.99041	0.99753	1.00244	1.00962	0.1351169	7.89984	12.3757	0.494692	7.56566	2.5887	3.97096	15.2	15.2	11.07	11.07	4.99323	5.21563	6.96469	1.76165	0	14.431	11.0699	14.9423	15.1414	8.38128	15.1995	7.20918	14.2429	6.69618	10.5935	4.07378	15.2	0.3313356	9.090843	-2.321694	3.009639	9.057924
500	-1024.809	-533.3941	-491.4152	36954.74	0.0281186	3.79837	0.0356015	0.0341228	0.000592876	0.00952037	1.34663	0.36135	0.175622	0.0161609	0.309772	0.0189717	3.11164	0.0109361	0.835995	1.62238	0.0122476	0.0244226	0.04136	0.00216737	0.0255582	0.0261846	0.447034	0.0283759	0.00818032	1.25986	1.16909	0.00384551	8528.62	46.7534	1.48772e+06	0.00905002	143877	1.65414	0.0214386	40.9605	0.0207505	0.811033	139.835	803986	1.00547e+07	0.449851	0.998566	0.00107547	0.0024794	0.62728	0.595561	20.3404	0.0354455	0.258727	5766.99	28.4815	0.03256628	0.06907986	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1030314	0.993396	0.998303	1.00168	1.00662	0.1016461	7.89984	13.762	0.871405	8.51747	2.5887	3.57093	15.2	15.2	11.07	11.07	2.54107	5.22034	4.01254	0.676407	0	14.4826	11.07	15.0518	15.2	9.6466	15.1999	3.493	14.4553	6.69618	7.24228	4.07378	15.2	0.6796113	9.755665	-2.254419	3.010736	9.064533
510	-1049.562	-537.7639	-511.7977	171147.5	0.0475583	7.17361	0.0165504	0.0426264	0.00235128	0.0110699	18.6189	0.994963	0.140977	0.00327315	0.105406	0.00506937	2.89984	0.00584691	1.96384	15.9991	0.01843	0.0497573	0.0756407	0.000206923	0.0277307	0.0600677	4.78977	0.0177223	0.0112482	16.8417	1.5195	0.000698366	32048.3	44.8818	4.34581e+06	0.0376048	338171	1.63427	0.0215878	69.8082	0.0169225	0.899858	16.5334	439450	9.24802e+06	0.645062	0.192314	0.00202991	0.00264397	1.3358	0.490425	29.8032	0.0731432	2.32487	2875.32	16.5527	0.07945839	0.06220978	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1933841	0.996929	0.999214	1.00078	1.00307	0.1416682	7.89984	14.3417	1.84051	8.29034	0.930974	3.56777	15.2	15.2	11.07	11.07	3.3785	5.22277	6.00761	0.149342	0	14.5446	11.07	15.1588	15.1852	7.46972	15.1999	4.17772	14.3095	8.47035	4.54538	4.07378	15.2	0.4391232	9.429836	-2.985773	3.234085	10.4593
520	-1066.642	-543.4043	-523.2378	495637.8	0.0697812	2.56601	0.272894	0.0189823	0.000946051	0.0904117	28.0101	3.34091	0.0796961	0.0143774	0.154153	0.0697554	2.89158	0.131055	136.492	7.81686	0.132017	0.0401274	0.0503974	0.0001606	0.024136	0.367093	2.78294	0.016762	0.0847872	0.00760817	0.290744	1.69822e-05	28961.4	49.7736	7.81993e+06	0.0265391	343364	0.85503	0.0405605	83.3709	0.00298796	0.139811	6.54028	523479	1.93942e+07	0.215018	0.30287	0.00301562	0.00149052	0.655375	0.0341252	39.9112	0.140251	2.63603	11242.2	47.8528	0.04107695	0.07749705	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1169947	0.998195	0.999538	1.00046	1.00181	0.118574	11.073	14.3511	4.11351	7.85642	1.26287	3.54278	15.2	15.2	11.07	11.07	3.71623	5.223	6.00761	0.149342	0	14.6589	11.07	15.1799	15.1997	10.7039	15.2	3.8911	14.6398	7.88352	4.54538	4.07378	15.2	0.6535754	4.900841	-3.151061	3.079113	9.480935
530	-1057.032	-529.7397	-527.2923	945870.9	0.111745	0.699034	0.0491137	0.0367215	0.00691665	0.416211	42.6726	1.22761	0.100501	0.0100462	0.131961	0.0136327	1.80192	0.616969	48.0876	21.4223	0.246206	0.272373	0.0961228	0.000965945	0.029341	0.481784	0.460175	0.00942529	0.0113345	0.0128867	0.169515	0.000695983	53393.9	264.224	7.46783e+06	0.0104706	763768	1.09941	0.00943447	284.198	0.000767861	0.0654656	3.92471	806022	2.16657e+07	0.372902	0.419457	0.0137523	0.00979951	0.235175	0.017754	14.5883	0.19367	8.55565	19666.5	6.72566	0.05377562	0.05231444	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1191968	0.998693	0.999666	1.00033	1.00131	0.1060901	9.62473	13.0466	3.07888	8.5456	2.99375	3.54278	15.2	15.2	11.07	11.07	2.81903	5.22356	7.85956	0.149342	0	14.7117	11.07	15.1947	14.9799	7.70276	15.2	2.65055	14.7076	4.06931	9.61716	4.07378	15.2	0.4931135	7.590178	-2.408361	2.978327	8.870432
540	-1083.582	-542.7004	-540.8818	480870.6	0.186346	0.45262	0.0179027	0.0484077	0.00605289	1.09471	31.3783	5.1347	0.273997	0.00941374	0.0587368	0.0525581	6.11387	0.281122	86.7872	6.07702	0.230785	0.784041	0.0539835	0.00192714	0.0246608	2.44647	0.458717	0.0359826	0.0176038	0.0170544	1.09208	0.000178645	27250.9	92.2748	7.32171e+06	0.00569207	452959	2.04701	0.00729241	1157.1	0.00775165	0.0710123	1.86969	2.89519e+06	9.92613e+07	0.901689	0.704921	0.0105201	0.00753127	0.472893	0.0254016	13.1003	0.101757	2.60365	35169.4	20.27	0.03574144	0.08466601	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	16	15.19999	0.1766864	0.998168	0.999531	1.00047	1.00183	0.1204075	10.7061	15.1078	1.25967	6.2565	0.807338	3.54278	15.2	15.2	11.07	11.07	1.44256	5.22358	4.51709	0.149342	0	14.7669	11.07	15.1999	15.1591	7.70276	15.2	2.65055	12.2837	4.06931	8.12087	4.67464	15.2	0.7031626	11.12622	-2.585467	3.160624	9.989542
550	-1102.516	-538.7628	-563.7535	480870.6	0.014666	1.38273	0.0165743	0.0182979	0.0299117	0.585241	8.56217	9.53695	1.54322	0.0132332	0.0577105	0.0116784	2.76192	0.127568	213.921	14.0461	0.230785	6.19515	0.0727084	0.00119205	0.0349924	0.480531	0.397621	0.0278405	0.0131175	0.00229057	0.42139	0.000577434	211907	10.1382	2.2242e+07	0.0017572	1.93315e+06	1.63796	0.00211787	484.549	0.0154151	0.0962346	5.28965	2.38329e+06	1.77312e+08	8.91515	0.231963	0.0288822	0.00394895	0.459159	0.134029	25.6368	0.0940213	1.20319	99856.8	22.7711	0.04271403	0.05164961	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1378814	0.998168	0.999531	1.00047	1.00183	0.09436364	10.3986	15.0371	0.830119	7.83121	1.8993	3.54278	15.2	15.2	11.07	11.07	1.63558	5.22358	5.9666	0.149342	0	14.8832	11.07	15.2	15.1702	5.59079	15.2	2.65055	14.8774	4.06931	8.12087	5.11788	15.2	0.5473465	15.22609	-2.763449	3.31254	10.97292
560	-1110.776	-536.6771	-574.0993	615867	0.0221139	1.44442	0.0488915	0.015127	0.0185268	0.410416	4.80715	10.1395	0.211857	0.015997	0.300176	0.0393701	0.704236	0.239952	361.321	6.18982	0.0742712	0.416313	0.0648581	0.00130372	0.0240221	0.254445	0.150365	0.0211544	0.00911442	0.0023378	1.77744	0.000705769	1.13772e+06	2.85275	5.5354e+07	0.0133166	4.00144e+06	4.42015	0.00955789	298.77	0.0127248	0.0712225	3.37563	1.0224e+07	1.91428e+08	41.8444	0.089281	0.0151934	0.00630397	2.67942	0.215077	39.1935	0.0527007	1.54949	133146	45.2405	0.04905592	0.09764499	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.2052444	0.998381	0.999586	1.00041	1.00162	0.1467009	8.2343	15.1913	1.78193	8.32747	1.92373	3.55589	15.2	15.2	11.07	11.07	4.47328	5.22358	5.9666	0.149342	0	14.9747	11.07	15.2	15.1967	5.41799	15.2	4.8666	14.754	8.86709	10.0713	1.69438	15.2	0.6656059	8.887242	-2.874741	3.180993	10.11871
570	-1112.821	-533.8511	-578.9698	927479	0.0666065	0.355982	0.0040948	0.0475103	0.00596682	0.224468	1.36951	2.69201	7.53651	0.0119549	0.0564825	0.0318572	1.21724	0.677018	444.198	1.99706	0.0155204	0.139498	0.0403071	0.00328944	0.0379189	0.375311	0.235349	0.0141496	0.0551339	0.00184854	0.26086	0.000411044	1.84069e+06	1.65938	7.24989e+07	0.0109504	3.16327e+07	3.32753	0.0116975	27.1672	0.00515472	0.367244	3.88888	1.66718e+07	2.31174e+08	130.526	0.0358667	0.0241301	0.00312097	5.25651	0.136906	86.7645	0.170122	3.24836	337301	24.0488	0.03857542	0.04638102	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1928322	0.99868	0.999663	1.00034	1.00132	0.08495644	8.2343	15.0411	1.78193	4.76787	1.23832	5.13141	15.2	15.2	11.07	11.07	1.45331	5.22358	1.0424	0.149342	0	15.0355	11.07	15.2	15.1988	9.07762	15.2	4.8666	14.9961	7.99345	4.77654	1.69438	15.2	0.5459389	7.706376	-3.861553	3.436161	11.8072
580	-1143.385	-554.778	-588.6071	245750.6	0.0957799	0.246251	0.00104001	0.0738035	0.0526556	0.222679	1.24132	6.56656	1.58045	0.0211454	0.0396386	0.0192524	4.79288	0.220802	467.956	3.56029	0.0069833	0.177547	0.038385	0.00517655	0.0541001	5.84576	0.396662	0.0173929	0.155806	0.000974077	0.298297	0.000600201	5.92955e+06	0.826611	2.5547e+08	0.0049344	5.90527e+07	4.52367	0.0157651	65.8496	0.00274108	0.607467	6.02802	2.49365e+06	2.64273e+08	395.246	0.0293054	0.0866815	0.0168822	15.2003	0.115608	26.6423	0.0573619	3.09825	189527	10.9033	0.09863535	0.09272333	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1566993	0.997437	0.999344	1.00065	1.00257	0.1913587	8.2343	15.1222	1.78193	5.44288	0.0151258	4.53122	15.2	15.2	11.07	11.07	4.88667	5.22358	1.0424	0.149342	0	15.0595	11.07	15.2	15.1995	9.07762	13.7154	4.8666	12.4088	7.99345	4.77654	0.931915	15.2	0.4845525	9.637878	-4.557839	3.694195	13.64708
590	-1111.106	-558.4813	-552.6246	309726.6	0.0429462	0.228899	0.000136122	0.0220869	0.0411129	0.0922099	1.93134	0.618251	0.122683	0.0234656	0.0154622	0.00762034	13.7634	0.244534	125.399	6.84	0.00186343	0.0471155	0.0383466	0.00553855	0.0298557	11.5221	0.421808	0.0202657	0.0886783	0.000221941	0.37351	0.00154693	1.1526e+07	0.654635	1.20182e+08	0.00307212	1.61814e+08	11.2332	0.0160437	11.4907	0.000700166	0.213941	7.66647	202480	6.33731e+08	288.574	0.0315915	0.0337855	0.00515359	16.9141	0.156293	46.1135	0.0127071	0.847166	10708.4	2.47007	0.09197847	0.09143382	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.19999	0.1171881	0.997717	0.999416	1.00058	1.00228	0.1834123	9.63951	15.1936	0.43991	5.44288	2.97807	4.53122	15.2	15.2	11.07	11.07	3.99425	5.22358	7.35574	0.149342	0	15.0821	11.07	15.1856	15.1998	9.07762	15.1279	7.14274	10.5022	7.99345	6.95287	1.33231	15.2	0.4985152	8.793765	-3.353356	3.324876	11.0548
600	-1135.216	-563.198	-572.0178	260366.9	0.0996508	0.166552	5.41599e-05	0.0514628	0.131924	0.0134617	0.250083	0.00909474	0.0406526	0.0593072	0.00809737	0.0122145	10.06	5.05681	300.01	8.42738	0.00211104	0.0436166	0.0207946	0.0077766	0.0130721	32.1283	7.09263	0.0166713	0.104005	0.000837767	0.211059	0.000428007	6.43424e+07	0.211805	2.07476e+08	0.00239574	2.1486e+09	2.21804	0.0770039	8.59229	0.0021175	0.40809	11.301	84250.8	7.17519e+08	3751.8	0.0258001	0.0214137	0.0177091	27.4278	0.0213836	46.0486	0.013576	1.22523	31376	9.71999	0.06952735	0.04529392	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.2	0.2435445	0.99751	0.999363	1.00064	1.00249	0.1148213	6.92756	10.0437	0.43991	8.00509	0.17802	5.58655	15.2	15.2	11.07	11.07	4.50533	5.22358	3.44906	0.449785	0	15.0874	11.07	15.1999	15.1999	8.54938	13.8947	4.73768	13.6842	7.99345	6.95287	0.411412	15.2	0.3944732	7.26577	-4.770357	3.675195	13.50706
610	-1115.782	-555.3853	-560.3967	744636.4	0.0320574	0.158955	8.19439e-05	0.0534828	0.114876	0.0239364	0.327623	0.0427822	0.012816	0.0310932	0.00218042	0.00397922	27.2296	3.76622	118.4	8.73212	0.000219725	0.0347004	0.0470141	0.00756979	0.0745001	17.7323	1.81178	0.0291996	0.2195	0.000954513	0.295591	0.00129334	2.45739e+08	0.0396245	4.88591e+08	0.00326613	1.0615e+10	1.32978	0.0455649	11.0041	0.0166796	0.223111	15.0267	78570.3	2.34676e+09	3506.18	0.0318253	0.075413	0.0168151	19.202	0.0249914	27.505	0.0125363	0.00177558	468.914	3.18928	0.1381649	0.03735723	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	17	15.2	0.2396249	0.998527	0.999623	1.00038	1.00147	0.1755221	9.98368	10.7231	4.41185	7.68417	0.17802	4.00106	15.2	15.2	11.07	11.07	5.87553	8.24341	6.49063	0.449785	0	15.118	11.07	15.2	15.2	8.54938	10.235	4.73768	12.6118	8.25769	6.95287	0.411412	15.2	0.2128349	8.709857	-5.557748	3.929937	15.44441
620	-1100.715	-564.7907	-535.9241	839237.8	0.00394661	0.143649	0.000511163	0.0347138	0.326911	0.00697652	0.0699301	0.0364542	0.00741998	0.0242942	0.000776408	1.32352	21.219	5.16843	10.741	3.09525	0.000199942	0.0270746	0.0508432	0.00126851	0.0281994	4.83459	0.474549	0.0342856	2.27095	0.000268527	0.338357	3.86737e-05	1.22034e+08	0.0199882	1.81734e+08	0.00212301	2.41707e+10	0.381078	0.0450237	4.67212	0.00343514	0.0245157	19.8278	9755.16	2.72429e+09	3195.77	0.00333899	0.145766	0.0100656	33.1917	0.0359595	7.75903	0.0165006	0.00130474	113.318	0.514193	0.0275558	0.04998646	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	16	15.2	0.1857769	0.998613	0.999645	1.00035	1.00139	0.07754226	10.9508	12.2394	0.125823	8.50726	1.59169	4.92002	15.2	15.2	11.07	11.07	7.23353	9.59874	2.63437	1.79949	0	14.1033	11.07	15.1999	15.2	9.91378	1.23477	5.24205	15.0366	3.76415	6.95287	2.07886	15.2	0.644635	7.366269	-5.310539	3.822944	14.6149
630	-1109.775	-567.1505	-542.6242	839237.8	0.00315459	0.0985966	0.00046012	0.126007	0.0449622	0.000432727	0.00748792	0.0172586	0.0163913	0.0122773	0.000307635	1.11637	2.22735	15.5938	8.92287	0.367164	0.000103894	0.0534096	0.0471362	0.0036936	0.0161727	7.39465	0.496694	0.0222134	3.2926	0.0315827	0.536751	0.000178168	5.95118e+08	0.0178537	6.46603e+08	0.000157708	1.08606e+11	0.270876	0.0813648	10.5497	0.00754982	0.0111275	30.5522	1933.27	3.3223e+09	8277.91	0.0114446	0.178391	0.0024975	1.19243	0.0229976	14.3394	0.0204497	0.00632894	253.969	0.128804	-0.001170404	0.1381634	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.2	0.1557239	0.998613	0.999645	1.00035	1.00139	0.136993	12.2807	15.1837	1.99637	4.209	2.79561	6.60491	15.2	15.2	11.07	11.07	8.80409	10.0946	2.63437	1.79949	0	14.1455	11.07	15.1994	15.2	9.91378	7.00144	1.07802	10.9814	10.7353	7.11453	4.23622	15.2	1.008544	8.979977	-4.321768	3.610198	13.03353
640	-1098.858	-565.6403	-533.2177	916898.3	0.00252854	0.0481163	0.00127351	0.0931109	0.14547	0.000945373	0.00246676	0.0260435	0.00659134	0.0426066	0.00164475	0.0895463	5.40135	2.43052	10.4107	8.42638	2.90247e-05	0.073394	0.0594984	0.00254034	0.0432886	15.2911	3.29727	0.0249165	13.7482	0.00627104	0.123558	0.000338146	5577.21	0.022287	1.4356e+09	0.000399895	6.4264e+10	0.291486	0.0299151	64.9457	0.0546253	0.0155392	23.4956	1925.03	1.2422e+10	32116.4	0.00474455	0.521481	0.00244308	0.525113	0.0585506	37.8605	0.110903	0.00593379	47.4057	0.0586849	0.04860577	0.07913237	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	14	15.2	0.1170163	0.998673	0.999661	1.00034	1.00133	0.1277381	8.46124	15.1932	3.22846	8.1795	2.79561	8.11565	15.2	15.2	11.07	11.07	6.99056	10.8304	7.19332	1.79949	0	14.6429	11.07	12.7734	15.2	9.91378	5.65625	5.1314	10.4294	9.65705	7.77289	2.70871	15.2	0.619489	6.84577	-3.920265	3.418741	11.68779
650	-1090.322	-558.129	-532.1927	433218.5	0.0166778	0.0193836	0.00174011	0.138555	0.325183	0.000620768	0.000195739	0.0110952	0.210597	0.0374562	0.0011735	0.0545658	3.64498	2.62523	5.42096	6.93627	0.000586913	0.0107263	0.119013	0.00177403	0.0170607	11.1004	0.00441628	0.0111471	5.44887	0.00510187	0.976091	0.000229655	467.299	0.0685601	1.30287e+09	0.000429994	1.01267e+11	0.10779	0.0220577	100.469	0.0193513	0.0634038	18.4743	932.729	2.68666e+10	54058.6	0.0137238	3.15409	0.00116547	0.0709491	0.0819655	77.0368	0.0475292	0.00643369	32.7536	0.0176385	0.02892862	0.06219194	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.2	0.1134876	0.998069	0.999506	1.00049	1.00193	0.09112056	8.46124	15.1417	3.22846	9.87221	5.29162	8.2118	15.2	15.2	11.07	11.07	10.5249	11.0094	7.19332	0.310624	0	14.6526	11.07	14.1898	15.2	8.43985	5.36767	5.1314	11.051	9.65705	7.78081	2.70871	15.2	0.6825237	10.11083	-4.900054	3.798331	14.42732
660	-1083.667	-550.7626	-532.9039	562474.7	0.00763789	0.0337223	0.00208549	0.069096	0.429476	0.00122772	0.00149492	0.0668895	0.0533006	0.0223029	0.00578984	0.0120943	1.01486	0.413387	1.44742	1.32331	0.00067265	0.0101944	0.0860167	0.00133001	0.0262129	18.3621	0.000213617	0.0180877	1.60229	0.0411521	0.322698	0.000219836	218.193	0.391932	4.27161e+09	0.000659074	6.68986e+10	0.0798662	0.0178889	132.279	0.0909993	0.202154	25.7878	173.044	6.94721e+10	115925	0.0207959	4.35108	0.00364477	0.0492839	0.151134	72.3652	0.0137236	0.014031	5.35607	0.125001	0.06299218	0.09919484	0.458508	3.31275	-2.8339	-0.333872	-2.25573	-1.51234	0.578639	1.51653	0.421116	1.63402	1.37758	-0.270213	2.31764	-1.80758	0.530777	2.65751	0.0455548	-0.516915	0.487767	0.373825	0.185099	0.443808	3.3368	0.06583	-0.135031	-4.33848	2.27665	15	15.2	0.1506668	0.998306	0.999567	1.00043	1.0017	0.162187	9.68605	15.1975	4.42756	9.31333	5.29162	6.36992	15.2	15.2	11.07	11.07	10.9484	10.9995	7.48467	0.310624	0	15.0263	11.7708	15.2	15.2	8.20475	5.36767	5.21896	11.0641	9.65705	7.78081	2.70871	15.2	0.6116077	10.73192	-4.484574	3.703457	13.71559
