Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
166	0	-375.5487	-443.5642	68.01551	616691.9	0.146947	0.0701222	0.637935	0.115012	0.0495426	0.00977204	1.05355	0.0113104	0.0220637	0.0218458	0.00789629	0.0141388	0.0875572	0.0828672	0.0105452	0.567936	0.00261563	0.0064005	0.0251556	0.388933	0.00143251	0.0209315	0.0275596	0.463769	0.0121486	0.0353063	0.00884439	0.034073	0.00184449	0.0102929	0.111436	0.055988	0.0062311	0.0167426	0.0798947	0.003352	0.0379877	0.00114508	0.0750928	0.0536268	0.00986945	0.0155226	0.0247347	0.00911249	0.0373229	0.0016074	0.0336897	0.00215671	0.0477801	0.00896316	0.00188214	0.824153	11.93016	0.998382	0.999586	1.00041	1.00162	11.93016	159.8546	0.08621886	-3.850945	1.673367	2.800157
167	1	-354.7896	-437.7624	82.9728	771281.8	0.0200185	0.153989	0.0084116	0.0144309	0.134782	0.0028803	0.0285503	0.0180433	0.382392	0.0166334	0.00875184	0.0141473	0.00348667	0.106548	0.00981775	0.00133429	0.00947415	0.00862661	0.0187688	0.467577	0.016162	0.0102349	0.0139269	0.0111198	0.444205	0.145011	0.0244682	0.0290284	0.013148	0.00976443	0.430951	0.0353597	0.0103331	0.0459245	0.0621636	0.0123278	0.0117218	0.00218262	0.0319681	0.0312054	0.00526388	0.0599093	0.0584721	0.0201564	0.00293131	0.0251865	0.00268453	0.0337516	0.00824233	0.0166953	0.0775839	0.0409761	14.24447	0.998553	0.99963	1.00037	1.00145	14.24447	186.216	0.05700559	-3.791938	1.361861	1.854665
168	0	-360.1075	-439.7834	79.67585	738538.5	0.0274214	0.0256975	0.389221	0.0142549	0.0556195	0.0362543	0.944562	0.06494	0.00447989	0.0333596	0.0189126	0.00168295	0.00810155	0.0178787	0.0181065	0.399186	0.0678766	0.00640926	0.0196044	0.0948138	0.0125652	0.0160842	0.0127145	0.180967	0.0180939	0.00777038	0.00730032	0.0257724	0.00629328	0.0364336	0.0470504	0.0373129	0.288453	0.00204639	0.00193571	0.0227088	0.0314426	0.00523263	0.00786695	0.0578637	0.029901	0.0139073	0.0487315	0.0478637	0.0206143	0.0533004	0.38797	0.00189972	0.0163754	0.00323465	0.0314695	0.0419816	11.92847	0.998521	0.999622	1.00038	1.00148	11.92847	194.8724	0.08047447	-3.526916	1.419225	2.014201
169	1	-340.3584	-427.866	87.50754	160308.2	0.0180058	0.0212943	0.00225832	0.0183278	0.0344321	0.00185782	0.00689323	0.0151991	0.0645688	0.00771218	0.0123059	0.00587043	0.00521528	0.250119	0.00449873	0.00321734	0.00762206	0.0936336	0.0116369	0.072119	0.029075	0.00313047	0.0300873	0.00165733	0.0511874	0.0570042	0.0177297	0.0335704	0.017533	0.00439106	0.445487	0.0146956	0.0208796	0.0323993	0.00943438	0.0208997	0.00986561	0.0027137	0.130293	0.0195724	0.00801704	0.0399921	0.412314	0.0268915	0.0234536	0.0806199	0.0792326	0.00246293	0.00919685	0.0196927	0.0355024	0.0597809	14.44323	0.996827	0.999187	1.00081	1.00318	14.44323	208.4435	0.1041803	-3.860384	1.788157	3.197504
170	0	-358.4625	-442.452	83.98949	629184.5	0.0171332	0.0299526	0.0938734	0.0410467	0.0513202	0.0150162	0.212104	0.0398096	0.0483021	0.0167878	0.00145461	0.0128803	0.0093922	0.0251895	0.0541192	0.0432	0.00673607	0.0368879	0.0137439	0.0252374	0.00666495	0.00352562	0.0393161	0.108979	0.0159022	0.0422172	0.00668255	0.00758822	0.041713	0.00748506	0.288934	0.346168	0.188677	0.0330588	0.00278499	0.388491	0.0158935	0.0158418	0.00538705	0.0293412	0.0136373	0.0161202	0.0431363	0.120989	0.0181221	0.0126634	0.0643387	0.00598098	0.0691217	0.00799682	0.00297817	0.139859	11.87751	0.998398	0.99959	1.00041	1.0016	11.87751	188.1624	0.05997327	-3.672265	1.310274	1.716817
171	1	-357.8449	-434.4736	76.62871	240653.2	0.0287544	0.0054753	0.0229575	0.0431746	0.041677	0.0231959	0.023847	0.00882292	0.0885396	0.0177275	0.0185081	0.0122333	0.00337291	0.136979	0.0181136	0.0450679	0.0284361	0.0163464	0.0187583	0.186304	0.0138854	0.11843	0.0370332	0.0438535	0.299402	0.0968828	0.0467974	0.0124375	0.121898	0.00428053	0.138478	0.00928257	0.0306064	0.267605	0.0183297	0.0070917	0.0346069	0.0701067	0.0303542	0.0196907	0.0171257	0.0596471	0.0408907	0.204334	0.0087942	0.0216319	0.0940383	0.00142154	0.00384314	0.00981871	0.0200716	0.0818592	14.91152	0.99741	0.999337	1.00066	1.00259	14.91152	184.2951	0.04745699	-3.670208	1.115596	1.244553
172	0	-354.3716	-433.2754	78.90374	113487	0.0275218	0.0347669	0.309404	0.0245414	0.0284173	0.00461723	0.107279	0.0350238	0.015192	0.00358712	0.00668989	0.00362445	0.0566819	0.028756	0.0034908	0.0413264	0.00219939	0.0251521	0.00845305	0.377374	0.0127535	0.0240119	0.0675449	0.215044	0.00599706	0.0598335	0.00117924	0.0667613	0.00268872	0.0459213	0.0314723	1.1384	0.00616314	0.00830822	0.00232473	0.20444	0.0554459	0.0558765	0.0101762	0.118001	0.00859167	0.0228756	0.0169362	0.0126512	0.0133632	0.0423452	0.190658	0.0255061	0.0464688	0.00493767	0.0045906	0.0961586	11.78376	0.996229	0.999034	1.00096	1.00378	11.78376	174.7609	0.07580469	-3.471764	1.335791	1.784338
173	1	-327.8429	-431.416	103.5731	162209.2	0.0101438	0.00668019	0.0175169	0.00532103	0.046589	0.00723196	0.020185	0.00430902	0.0359134	0.00944508	0.0115304	0.00893529	0.00438262	0.153504	0.00459828	0.0472661	0.0139899	0.00952256	0.0209173	0.128445	0.00696064	0.0172618	0.0403632	0.00349528	0.105459	0.0841602	0.050112	0.0298253	0.0102594	0.0050873	0.0719277	0.00680914	0.0263188	0.0041122	0.0307978	0.0896986	0.00333577	0.00464909	0.0271526	0.00536592	0.0231257	0.117505	0.0947158	0.00210657	0.00568661	0.0778477	0.029249	0.0237232	0.0158115	0.0370345	0.0254876	0.00955006	14.31114	0.996846	0.999192	1.0008	1.00316	14.31114	201.8019	0.03239908	-3.877471	0.94641	0.895692
174	0	-349.0364	-440.6215	91.58511	775940.5	0.038063	0.0472971	0.127152	0.0248033	0.0596097	0.0134112	0.112812	0.0205834	0.012479	0.0154011	0.0359173	0.00912452	0.0303375	0.0680279	0.0271985	0.111844	0.0793447	0.0179141	0.0295794	0.0471052	0.00412236	0.1121	0.0373099	0.218118	0.00827195	0.0144169	0.0184307	0.0106832	0.0391489	0.0106253	0.010791	0.135344	0.00369886	0.0341996	0.0215605	0.0257324	0.0213235	0.0231581	0.0284773	0.0999085	0.0324246	0.0542165	0.0593658	0.0644302	0.0303322	0.00804222	0.0118147	0.0616673	0.0680614	0.00386314	0.0014183	0.0320394	11.81257	0.998557	0.999631	1.00037	1.00144	11.81257	154.748	0.0439461	-3.656625	1.031343	1.063668
175	1	-335.9395	-421.2387	85.2992	188419.4	0.0225414	0.0161525	0.00980971	0.0254972	0.0199307	0.00443146	0.0375709	0.00323121	0.079076	0.00713445	0.013213	0.0332804	0.0343172	0.0826366	0.017178	0.0050445	0.00957456	0.000740102	0.00331684	0.139736	0.0160396	0.0702689	0.0220831	0.0850097	0.202799	0.294412	0.02189	0.0118188	0.0506762	0.0155634	0.085068	0.0882162	0.0328602	0.179079	0.0425686	0.0438865	0.00513014	0.0199229	0.0461336	0.0175932	0.00416132	0.000748267	0.0292173	0.080828	0.0128299	0.0316607	0.0320404	0.00452028	0.0644254	0.03888	0.019348	0.00561389	14.77616	0.997073	0.999251	1.00075	1.00293	14.77616	206.3032	0.03882602	-3.971672	1.202504	1.446016
176	0	-366.1212	-432.0425	65.92131	772578.4	0.0150496	0.0057564	0.0951503	0.00687633	0.121069	0.0138137	0.168975	0.0244808	0.000950624	0.0208235	0.0153524	0.00106464	0.0255827	0.0142935	0.0102613	0.0970306	0.0418629	0.0201423	0.0236232	0.321365	0.0195729	0.00840125	0.0642684	0.241486	0.210885	0.029758	0.0154853	0.0270168	0.332406	0.046129	0.0093051	0.166896	0.0352287	0.0692649	0.0322143	0.108499	0.0305242	0.00354114	0.0139562	0.126966	0.0908126	0.161585	0.0276168	0.0557143	0.00387107	0.019798	0.0277292	0.059774	0.0466558	0.10985	0.0131892	0.307561	11.97682	0.998554	0.99963	1.00037	1.00145	11.97682	173.7966	0.05848323	-3.447401	1.103074	1.216771
177	1	-339.9456	-450.0693	110.1237	111961.7	0.0192648	0.00954841	0.0123635	0.0376325	0.0474236	0.0118498	0.0101776	0.00864337	0.0144501	0.0160172	0.00866886	0.00753965	0.00564843	0.0300973	0.00879884	0.0365456	0.00362221	0.0461667	0.0221351	0.0137633	0.0142273	0.102649	0.017696	0.0492209	0.313325	0.0178105	0.0195886	0.0191108	0.00383447	0.00842006	0.0302027	0.0214531	0.0288062	0.0431001	0.0205744	0.031525	0.0209614	0.012702	0.00926197	0.107232	0.00686508	0.215306	0.0122775	0.0390429	0.0097792	0.0146698	0.00897118	0.0559608	0.00443358	0.0267848	0.00993269	0.0394668	14.87955	0.996204	0.999027	1.00097	1.0038	14.87955	202.5218	0.02888592	-3.97197	0.9247369	0.8551383
178	0	-353.9149	-437.2665	83.35156	419362.7	0.0268648	0.0314427	0.0701851	0.0235712	0.0661951	0.0228587	0.351521	0.0440061	0.0169293	0.00632371	0.00185546	0.0999193	0.0237587	0.0235856	0.0164566	0.0432357	0.0113588	0.0311468	0.00231482	0.242595	0.00246189	0.0113698	0.0109693	0.107895	0.0164739	0.169425	0.0611116	0.0461281	0.054226	0.122125	0.0284314	0.19839	0.00847666	0.0182168	0.0129951	0.029355	0.0443244	0.0145475	0.0345531	0.0776129	0.0265689	0.0693829	0.0171432	0.0475517	0.0213842	0.0101606	0.0501799	0.130671	0.0287039	0.0104772	0.0495473	0.0061838	11.95887	0.998038	0.999498	1.0005	1.00196	11.95887	182.0193	0.05003922	-3.634544	1.131013	1.279191
179	1	-326.8692	-432.573	105.7039	409867.3	0.0357524	0.0511695	0.061828	0.0229765	0.0205034	0.00555308	0.0350361	0.00690518	0.0737916	0.0223151	0.00318578	0.00765138	0.00765528	0.0635684	0.0128824	0.0100372	0.00602191	0.0223204	0.00450176	0.0359677	0.00623057	0.00602741	0.0459326	0.018677	0.155008	0.101113	0.0727552	0.0127568	0.0119333	0.00715615	0.0363409	0.0137778	0.0697165	0.0406973	0.0439069	0.0667029	0.00863156	0.0190035	0.0241135	0.0123327	0.00669585	0.0367878	0.0409078	0.0524498	0.0114248	0.0258559	0.0049713	0.0734387	0.0194258	0.0142804	0.0333654	0.00410237	14.57585	0.998015	0.999492	1.00051	1.00199	14.57585	214.1778	0.0277688	-3.97829	0.8881981	0.7888959
180	0	-352.3069	-436.9772	84.67035	909146	0.0229461	0.0183183	0.136782	0.0294368	0.19336	0.00784763	0.0600978	0.0134421	0.0209139	0.0271581	0.0384019	0.032646	0.00740808	0.0144895	0.0304062	0.0269592	0.0277412	0.0927954	0.00396685	0.135649	0.00526582	0.090503	0.012278	0.26363	0.0159152	0.0374972	0.0255555	0.0146346	0.0285023	0.0126664	0.0757611	0.0643923	0.00626257	0.0272773	0.048886	0.00484162	0.0252894	0.0920825	0.0296046	0.0939643	0.00573821	0.0131144	0.0103743	0.143044	0.0424586	0.0124653	0.0302007	0.0589528	0.127471	0.00658582	0.172325	0.0731304	11.42502	0.998667	0.999659	1.00034	1.00133	11.42502	148.1559	0.07382033	-3.368283	1.234635	1.524323
181	1	-342.7623	-442.7933	100.031	132361.8	0.0300193	0.112071	0.0117136	0.0657291	0.0224412	0.00964402	0.0487825	0.0256194	0.0693224	0.0233324	0.0252235	0.0256614	0.00219926	0.0491518	0.0288476	0.00897264	0.00852867	0.0113847	0.0109444	0.0419366	0.0138578	0.0192707	0.0538044	0.0196006	0.0946636	0.0914922	0.0296751	0.0370842	0.100713	0.0263291	0.0405796	0.0124807	0.0510108	0.0974339	0.0285688	0.0108346	0.0360232	0.0266622	0.0273122	0.0238842	0.00150866	0.00947859	0.0256744	0.00522094	0.0304837	0.0408189	0.0197253	0.042024	0.0112542	0.0401546	0.0329243	0.0168362	14.58696	0.996508	0.999105	1.00089	1.0035	14.58696	182.918	0.04032195	-3.669982	0.9582508	0.9182447
182	0	-362.8345	-424.6031	61.76854	457275.1	0.0141378	0.0418931	0.479385	0.0295193	0.103881	0.032004	1.81409	0.00674129	0.0177191	0.0392284	0.00426684	0.0414365	0.0178919	0.0540894	0.0336382	0.0896099	0.0339817	0.0587385	0.0106857	0.241726	0.00263673	0.0346099	0.00848887	0.768013	0.0237223	0.029523	0.0161925	0.0474374	0.566595	0.0756022	0.0374238	0.064178	0.00393657	0.0151096	0.0279468	0.00810133	0.0556133	0.175959	0.0385208	0.0363638	0.00699485	0.015502	0.0168941	0.0195354	0.0327246	0.00387609	0.00201005	0.0522543	0.0933431	0.04258	0.0285849	0.204327	11.19477	0.998121	0.999519	1.00048	1.00188	11.19477	150.391	0.1761887	-3.109734	1.657428	2.747069
183	1	-343.7322	-432.9024	89.17021	299062	0.025037	0.0641249	0.0207563	0.0786675	0.020565	0.0126717	0.0191184	0.0438574	0.364083	0.00689014	0.0192666	0.0292928	0.00431656	0.0923945	0.014601	0.0043237	0.0029549	0.00159717	0.00573716	0.136668	0.0107558	0.0252084	0.031099	0.00749753	0.199533	0.132925	0.0598845	0.0330139	0.00956348	0.0349674	0.0687531	0.00953903	0.0836976	0.068202	0.0118547	0.0100111	0.00738622	0.0638525	0.00378405	0.00948629	0.0287237	0.0210207	0.0191269	0.032432	0.00854665	0.0404709	0.0434757	0.0271614	0.0243379	0.060138	0.0454101	0.0197901	14.48055	0.997677	0.999405	1.00059	1.00233	14.48055	194.1841	0.04519498	-3.583989	0.987137	0.9744394
184	0	-346.346	-430.5376	84.19157	444817.6	0.0123149	0.045805	0.166843	0.00543462	0.106067	0.0138834	0.156204	0.027084	0.0182135	0.00542161	0.0469592	0.00931223	0.00776218	0.0151451	0.028802	0.0497871	0.0165074	0.0356794	0.0281264	0.209382	0.0127632	0.0113174	0.016596	0.149503	0.0169365	0.018444	0.0235788	0.343845	0.0418201	0.166118	0.0163292	0.00370688	0.00502534	0.0150092	0.0299126	0.00153632	0.0569552	0.146697	0.048849	0.0416229	0.0843413	0.0163265	0.0496525	0.0274526	0.13561	0.0215567	0.0123555	0.0134005	0.050112	0.0556755	0.0093145	0.13103	11.29913	0.998095	0.999513	1.00049	1.00191	11.29913	151.9237	0.05631634	-3.452587	1.073141	1.151632
185	1	-341.3473	-429.3427	87.99543	665266.2	0.0205473	0.0322715	0.00120397	0.0329866	0.0347641	0.0116503	0.0120136	0.0103966	0.280337	0.00231966	0.0166547	0.0110092	0.00330439	0.0748446	0.0113622	0.00194359	0.00161792	0.0103409	0.00456301	0.0992152	0.0303289	0.00171735	0.0325592	0.0128365	0.410985	0.392002	0.00659667	0.0401077	0.0102623	0.00143826	0.177264	0.0366303	0.0206975	0.0548631	0.0188496	0.00435863	0.000679702	0.0408726	0.0262624	0.001681	0.00363996	0.013553	0.0105095	0.00440273	0.0367848	0.0144117	0.00729874	0.115997	0.100808	0.0911265	0.0865477	0.146879	14.49125	0.998442	0.999602	1.0004	1.00156	14.49125	210.5339	0.06559194	-4.054774	1.63124	2.660944
186	0	-354.4614	-434.3357	79.87429	981757.7	0.0568795	0.031668	0.127507	0.0551484	0.105708	0.0339029	0.190142	0.0168806	0.00895681	0.00693563	0.0346022	0.0193877	0.00458651	0.0331715	0.0398981	0.0212244	0.174942	0.00805594	0.0439026	0.383744	0.00436193	0.00602719	0.00268847	0.352846	0.00277388	0.0515118	0.0507962	0.0107412	0.0984239	0.0098695	0.0124707	0.0694306	0.00658716	0.0386118	0.0490598	0.0398087	0.0653045	0.0142336	0.0580245	0.0606451	0.00390647	0.127999	0.00609612	0.0268962	0.033933	0.0247139	0.0198061	0.0546474	0.128984	0.0304061	0.0408681	0.0638558	11.04995	0.998717	0.999672	1.00033	1.00128	11.04995	146.7582	0.04766982	-3.722297	1.165196	1.357681
187	1	-341.3731	-427.0115	85.63843	533017.7	0.0116	0.0035307	0.00101196	0.0275468	0.0613686	0.00692937	0.0110838	0.00541206	0.56466	0.0105282	0.000676012	0.00890704	0.0130691	0.0934674	0.0030634	0.00147691	0.00136287	0.0200528	0.00958906	1.06496	0.010598	0.00242219	0.0268192	0.00602728	0.294194	0.51597	0.0224558	0.0718506	0.0532057	0.0213647	0.12647	0.0207608	0.0665692	0.00972569	0.0081785	0.00858457	0.020033	0.0308318	0.0032411	0.00652577	0.0144943	0.0337671	0.0195023	0.00342354	0.00975703	0.0675943	0.0023859	0.0478419	0.0496791	0.0198247	0.0394209	0.00846351	14.65273	0.998259	0.999555	1.00044	1.00174	14.65273	191.954	0.05435926	-3.745058	1.290673	1.665836
188	0	-356.4983	-440.4147	83.91647	694018.9	0.0119097	0.0400171	0.144004	0.110728	0.305057	0.0330795	0.113226	0.0128184	0.0414127	0.0151746	0.0181342	0.035641	0.0269848	0.0527299	0.0707324	0.0430382	0.0144387	0.0192045	0.0314756	0.108017	0.0151912	0.0300516	0.0283593	0.0291925	0.0118265	0.0542753	0.0123309	0.0494257	0.0276459	0.0364795	0.0470587	0.181927	0.0299946	0.0204338	0.0683066	0.0297907	0.0757936	0.0119465	0.0245504	0.0577373	0.0241039	0.174048	0.0586594	0.039264	0.117716	0.0222343	0.02142	0.073763	0.195337	0.0701382	0.0786844	0.0653203	10.6316	0.998475	0.99961	1.00039	1.00153	10.6316	145.3696	0.06878722	-2.970487	0.7664847	0.5874989
189	1	-320.067	-429.1671	109.1001	333544.7	0.0203049	0.0310609	0.0137889	0.0257941	0.0419826	0.0150239	0.0174651	0.00581638	0.141871	0.0079129	0.00255024	0.0189623	0.00656141	0.0486594	0.0126601	0.00353882	0.00283857	0.0149841	0.00226364	0.259222	0.00487522	0.00499441	0.0324867	0.0100801	0.194226	0.0717179	0.0118321	0.0306894	0.012744	0.0103296	0.0442386	0.00920619	0.0203173	0.0320741	0.0263923	0.00494078	0.0123439	0.00563483	0.0286889	0.00661749	0.00687784	0.0366812	0.0107003	0.0370695	0.0328587	0.00652687	0.0154688	0.0479529	0.0579515	0.0161264	0.0340464	0.0346999	14.18161	0.9978	0.999437	1.00056	1.0022	14.18161	209.3828	0.03889144	-3.813017	1.063989	1.132072
190	0	-331.4487	-431.4806	100.032	915787	0.0321826	0.0365577	0.522344	0.042666	0.0581923	0.019286	0.0532324	0.0550842	0.022126	0.0121359	0.0254341	0.00791507	0.0280526	0.0309724	0.0119164	0.0206351	0.0412296	0.00757459	0.0216842	0.1239	0.017302	0.0148338	0.0150174	0.23769	0.0305114	0.0367374	0.00841156	0.052199	0.0130853	0.0474021	0.041823	0.101861	0.0126848	0.0108299	0.0340873	0.0250466	0.0446269	0.0117606	0.0212519	0.028969	0.0158339	0.0662638	0.0151257	0.0199812	0.103693	0.00753653	0.0315518	0.063406	0.0417925	0.0216215	0.0327962	0.012011	10.7014	0.998672	0.99966	1.00034	1.00133	10.7014	152.5604	0.04417639	-3.625263	1.005683	1.011397
191	1	-352.1942	-447.7887	95.59447	640837.6	0.0367697	0.0227696	0.00432587	0.117114	0.0415612	0.0107399	0.0501023	0.0240417	0.00546329	0.00158846	0.00987273	0.0118143	0.00875966	0.0585416	0.00903037	0.00769309	0.0100764	0.0404469	0.0299761	0.34589	0.0262264	0.0102899	0.00958148	0.00645026	0.159049	0.102702	0.0415711	0.00896514	0.0188324	0.0113076	0.0787535	0.0181534	0.0198517	0.0291915	0.0224119	0.0153252	0.0574427	0.0376192	0.0167342	0.0241571	0.0207006	0.0013434	0.0652906	0.0117327	0.0196766	0.104345	0.0313379	0.0460258	0.0744786	0.00255986	0.0351072	0.0230037	14.18475	0.998413	0.999594	1.00041	1.00159	14.18475	206.1975	0.03641461	-3.945748	1.125133	1.265925
192	0	-346.4777	-436.708	90.23032	517637.1	0.0487829	0.0720615	0.0592622	0.0201345	0.0496416	0.023339	0.266892	0.0288521	0.0104524	0.0150164	0.0108635	0.0231742	0.0747922	0.0686774	0.0192936	0.0252917	0.0478722	0.0563215	0.0132673	0.16452	0.0022669	0.00355242	0.0294217	0.19407	0.0200321	0.0729719	0.00667325	0.0640512	0.0286927	0.00359869	0.0196715	0.0661652	0.00686682	0.0172933	0.0105069	0.0746783	0.103018	0.0260082	0.0125765	0.0349193	0.0212529	0.0607799	0.0232332	0.00983239	0.0389201	0.0167353	0.0132692	0.0370691	0.0437367	0.0164416	0.0186875	0.099172	10.77765	0.998234	0.999548	1.00045	1.00177	10.77765	156.3663	0.07780504	-3.158178	1.099663	1.209258
193	1	-345.6759	-446.1196	100.4437	294269.9	0.0754187	0.0071725	0.0112401	0.0596131	0.0275118	0.00702244	0.0486505	0.0048233	0.00790362	0.0109009	0.0173005	0.0177947	0.00599075	0.0437559	0.00812173	0.0708341	0.0209892	0.0276994	0.0182486	0.111386	0.0571254	0.0131123	0.0189262	0.0130723	0.142038	0.212888	0.0299692	0.0160315	0.0159381	0.0245558	0.0740092	0.0580564	0.0177675	0.0678691	0.0175174	0.0334365	0.039545	0.0373241	0.0143958	0.07371	0.0143909	0.0132184	0.0117041	0.0358771	0.0514128	0.0237855	0.0140484	0.0594391	0.0281681	0.00871357	0.0616635	0.013818	14.20455	0.997658	0.999401	1.0006	1.00234	14.20455	200.9585	0.03087932	-3.789137	0.7892636	0.6229371
194	0	-344.5926	-439.046	94.45339	869606.8	0.02306	0.0198046	0.0508839	0.0107991	0.0594921	0.0935997	0.122349	0.0214374	0.0141031	0.0149603	0.00363321	0.0107972	0.0324475	0.0233443	0.0329473	0.0116479	0.0419219	0.0477231	0.0242455	0.19038	0.0289131	0.0194912	0.00956606	0.11155	0.0947824	0.0503844	0.026009	0.16347	0.01823	0.0282892	0.0399469	0.0361896	0.0299359	0.00925159	0.0113872	0.0757979	0.101792	0.0182622	0.015826	0.0896827	0.125435	0.0416675	0.0334714	0.0321421	0.0529644	0.018528	0.0107504	0.0540528	0.0423596	0.103578	0.0107779	0.0427697	10.91154	0.998637	0.999652	1.00035	1.00136	10.91154	162.4653	0.0511871	-3.376856	0.8995427	0.8091771
195	1	-349.8125	-440.0602	90.24766	546734.7	0.0457435	0.0231846	0.0267041	0.142777	0.0694794	0.0100755	0.0857825	0.00705526	0.345481	0.0106255	0.0223383	0.0404048	0.00557142	0.0555882	0.00767448	0.0137607	0.00340887	0.025019	0.00453628	0.089976	0.0627392	0.0421441	0.0283303	0.0154006	0.249251	0.114255	0.0531343	0.00477431	0.0125636	0.00342222	0.0401764	0.0138088	0.00249564	0.0384208	0.0236166	0.0524888	0.00444393	0.0276696	0.0620149	0.0602625	0.0151119	0.0371581	0.00411351	0.0204779	0.0343022	0.0122582	0.0135968	0.0223127	0.00912601	0.0215164	0.0574922	0.0253267	14.43342	0.998281	0.99956	1.00044	1.00172	14.43342	195.7182	0.04942877	-3.602961	1.091548	1.191477
196	0	-351.7226	-431.0985	79.37594	597225.8	0.0152809	0.0208685	0.098071	0.0702913	0.0859595	0.0541527	0.27765	0.0169112	0.0144301	0.0498824	0.00704762	0.0202229	0.0387919	0.0496103	0.0524838	0.0380295	0.113702	0.0296098	0.0338764	0.110757	0.0350022	0.0693152	0.0159844	0.298296	0.0207952	0.0360363	0.00390662	0.215917	0.0262241	0.0195595	0.016999	0.0557954	0.0936141	0.0124448	0.0183213	0.0537108	0.0609935	0.00688012	0.0306049	0.114708	0.16912	0.0276728	0.0418756	0.00518732	0.0752969	0.0198997	0.0267543	0.0659086	0.0182822	0.105609	0.0631572	0.0411359	11.31005	0.998356	0.999579	1.00042	1.00165	11.31005	156.5286	0.06445781	-3.180249	0.936488	0.8770099
197	1	-343.5864	-435.3132	91.72676	684364.7	0.0374587	0.0204031	0.00588653	0.0806549	0.107302	0.0259328	0.0414521	0.00483738	0.246737	0.0178512	0.0136941	0.0169904	0.0188496	0.0774216	0.015702	0.00692498	0.0150107	0.0222619	0.0419426	0.124259	0.0138199	0.0229817	0.0118324	0.0166931	0.308445	0.0393129	0.0191595	0.137753	0.0201963	0.00432802	0.0656508	0.0287843	0.0105696	0.047561	0.033306	0.0749771	0.058737	0.0523657	0.0193603	0.0032792	0.0303623	0.0402555	0.023212	0.0186067	0.00710144	0.0239862	0.00548118	0.0651556	0.00892339	0.0211334	0.0218498	0.0167877	14.80579	0.998464	0.999607	1.00039	1.00154	14.80579	182.3925	0.04454487	-3.677588	1.064265	1.13266
198	0	-344.847	-424.5418	79.69482	439181.4	0.0508977	0.0129707	0.471735	0.0712022	0.0784084	0.0128442	0.313034	0.122505	0.0198554	0.0535825	0.00288387	0.0449213	0.0829052	0.014674	0.0309527	0.0143804	0.00806253	0.0310119	0.012597	0.295077	0.0088091	0.0333879	0.00733337	0.162992	0.0701661	0.0156168	0.007207	0.106062	0.00800684	0.041189	0.0113443	0.0153993	0.00322388	0.0459284	0.0106516	0.107767	0.0360764	0.012079	0.00995749	0.123515	0.0506645	0.0113625	0.0590401	0.0140776	0.0724241	0.0027922	0.028247	0.0389131	0.0191863	0.0453004	0.0754386	0.0719183	11.31325	0.998083	0.999509	1.00049	1.00192	11.31325	160.8664	0.0693782	-3.289139	1.114411	1.241912
199	1	-330.0483	-445.4261	115.3779	977511.3	0.0409256	0.00344559	0.00381068	0.0310721	0.0647814	0.0093957	0.0397203	0.00710299	0.149178	0.0189354	0.00869723	0.0161327	0.000619901	0.0503616	0.0140863	0.0112985	0.00553551	0.004675	0.0256262	0.0593681	0.0276614	0.00939866	0.0111768	0.0100369	0.0203363	0.0518857	0.0190893	0.00505693	0.0143323	0.00794954	0.042083	0.0220181	0.00433646	0.020252	0.0217713	0.0466667	0.0527944	0.0231104	0.0628907	0.057989	0.0126446	0.0049323	0.0126025	0.022252	0.00542582	0.00329782	0.0193689	0.0315941	0.0152884	0.0220873	0.0247748	0.00475795	14.60606	0.998715	0.999671	1.00033	1.00129	14.60606	207.5961	0.0306473	-4.06601	1.077775	1.161599
