Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	branch_rate_var[1]	branch_rate_var[2]	branch_rate_var[3]	branch_rate_var[4]	branch_rate_var[5]	branch_rate_var[6]	branch_rate_var[7]	branch_rate_var[8]	branch_rate_var[9]	branch_rate_var[10]	branch_rate_var[11]	branch_rate_var[12]	branch_rate_var[13]	branch_rate_var[14]	branch_rate_var[15]	branch_rate_var[16]	branch_rate_var[17]	branch_rate_var[18]	branch_rate_var[19]	branch_rate_var[20]	branch_rate_var[21]	branch_rate_var[22]	branch_rate_var[23]	branch_rate_var[24]	branch_rate_var[25]	branch_rate_var[26]	branch_rate_var[27]	branch_rate_var[28]	branch_rate_var[29]	branch_rate_var[30]	branch_rate_var[31]	branch_rate_var[32]	branch_rate_var[33]	branch_rate_var[34]	branch_rate_var[35]	branch_rate_var[36]	branch_rate_var[37]	branch_rate_var[38]	branch_rate_var[39]	branch_rate_var[40]	branch_rate_var[41]	branch_rate_var[42]	branch_rate_var[43]	branch_rate_var[44]	branch_rate_var[45]	branch_rate_var[46]	branch_rate_var[47]	branch_rate_var[48]	branch_rate_var[49]	branch_rate_var[50]	branch_rate_var[51]	branch_rate_var[52]	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	Root_age	tree_length	ucln_mean	ucln_mu	ucln_sigma	ucln_var
64	0	-355.0368	-432.7831	77.74637	218633.4	0.0153809	0.0728058	0.162818	0.00419467	0.0746831	0.0321038	0.465178	0.0669001	0.00563091	0.015515	0.016378	0.00237891	0.074249	0.05823	0.00138193	0.071166	0.00468995	0.0153223	0.01285	1.77204	0.0076294	0.00708844	0.0136096	0.413323	0.0119681	0.0746866	0.00572777	0.00585585	0.0288655	0.0852411	0.0152498	0.00889396	0.0673326	0.0491141	0.0128178	0.112182	0.0268372	0.00795652	0.0199909	0.104769	0.0347577	0.018167	0.0774759	0.0370167	0.0569412	0.152961	0.00603785	0.0111888	0.0106835	0.00767927	0.0229175	0.0157489	11.10297	0.997283	0.999304	1.00069	1.00272	11.10297	144.2795	0.1044439	-3.302687	1.444702	2.087163
65	1	-342.1971	-426.4773	84.28028	621428.3	0.0299094	0.00997264	0.00716715	0.152942	0.700223	0.0430679	0.055996	0.00140597	0.460714	0.0199361	0.104238	0.0165479	0.00272781	0.0645333	0.00715583	0.0346507	0.00782142	0.0075236	0.0124087	0.141477	0.0158256	0.00421084	0.0145769	0.0144811	0.389527	0.0324673	0.0372563	0.0181645	0.0197479	0.0293036	0.0298514	0.0809365	0.0138098	0.0190574	0.0286547	0.0145827	0.00436629	0.102549	0.00641796	0.0212427	0.0131798	0.00488879	0.0497014	0.00335968	0.0113484	0.162693	0.00452519	0.00720724	0.025018	0.0175393	0.0282338	0.0212075	14.06424	0.998388	0.999588	1.00041	1.00161	14.06424	182.2762	0.06027356	-3.80806	1.413646	1.998396
66	0	-365.9775	-435.971	69.99349	279284.2	0.00771351	0.198679	0.263807	0.0028287	0.0343269	0.0154141	0.366901	0.0386383	0.0280024	0.0123827	0.0357834	0.00659374	0.082894	0.188342	0.00526144	0.0165123	0.00261197	0.0215522	0.0132828	0.304504	0.00590049	0.0062139	0.0532139	2.10881	0.00614948	0.0235612	0.00543341	0.105664	0.225008	0.0571385	0.0115279	0.0276546	0.0202153	0.033223	0.00599015	0.06693	0.0176642	0.0230674	0.0678369	0.05978	0.0577387	0.0146184	0.00252847	0.00386806	0.0344143	0.166202	0.0127563	0.00581729	0.0274732	0.0890756	0.0308702	0.0609286	11.08429	0.997596	0.999385	1.00061	1.00241	11.08429	160.8222	0.1247751	-3.65236	1.772635	3.142235
67	1	-358.649	-438.5772	79.92815	983123.3	0.0246171	0.030875	0.00622515	0.331007	0.873458	0.0523181	0.0116277	0.0266019	0.127662	0.0458462	0.00850188	0.0122063	0.0185347	0.096775	0.00353594	0.108884	0.0138775	0.0257323	0.0135841	0.15028	0.0229718	0.00150435	0.0478821	0.00282983	0.375061	0.00801306	0.10254	0.016085	0.0163078	0.0203301	0.0247104	0.00944967	0.0230915	0.0278649	0.00635378	0.0391161	0.00349229	0.0719648	0.0039596	0.0288612	0.0136278	0.033987	0.00937871	0.023523	0.0575178	0.185535	0.0089193	0.00763253	0.00710273	0.113953	0.0260299	0.0225914	14.03459	0.998718	0.999672	1.00033	1.00128	14.03459	186.121	0.0572399	-3.675027	1.276341	1.629046
68	0	-357.7604	-434.7042	76.94384	453266.1	0.0677142	0.055965	0.571988	0.0090043	0.0621829	0.011712	9.79551	0.0108031	0.00647376	0.0106826	0.0084397	0.04794	0.0231505	0.0236891	0.000677138	0.0297356	0.00378842	0.0987087	0.0059934	0.455353	0.036086	0.00669819	0.0346089	0.103671	0.0167525	0.00988603	0.00182327	0.00103311	0.309282	0.0880348	0.0109236	0.0358719	0.00716851	0.0111601	0.0192028	0.135828	0.0483524	0.253551	0.0105367	0.00659162	0.0155522	0.0162418	0.0127768	0.00249907	0.0168479	0.00747333	0.0265003	0.0148808	0.0374463	0.00608173	0.0173492	0.0628319	11.05962	0.998113	0.999517	1.00048	1.00189	11.05962	167.8902	0.09561112	-3.75399	1.677214	2.813047
69	1	-348.3886	-429.8565	81.46791	517937.1	0.0763632	0.00512735	0.00765954	0.329769	0.45145	0.0160106	0.0373181	0.00992049	0.149616	0.0390166	0.0109323	0.013021	0.00272566	0.0685108	0.0122175	0.0185011	0.00870777	0.0116429	0.011824	1.15445	0.00959283	0.00481429	0.0299197	0.00177263	0.119286	0.0359075	0.0295405	0.0156866	0.0080317	0.0230321	0.0229362	0.000964206	0.0794649	0.0379292	0.00851155	0.0147441	0.0132505	0.295914	0.0056033	0.033537	0.0151579	0.0491007	0.0704421	0.0467483	0.00372529	0.0572132	0.0253144	0.0250003	0.0119801	0.00670027	0.0203825	0.0168962	14.06752	0.998234	0.999548	1.00045	1.00177	14.06752	203.8218	0.04727565	-4.118429	1.460595	2.133338
70	0	-361.2188	-442.4768	81.25801	388089.9	0.140433	0.0748214	0.174347	0.0354812	0.13106	0.00730966	0.32711	0.0244853	0.0103668	0.0128413	0.00427219	0.0029161	0.0322913	0.0558612	0.0181125	0.0739901	0.00542255	0.022211	0.00998526	0.597429	0.00651284	0.0359172	0.00588005	0.0411424	0.00920427	0.00632714	0.00401525	0.0107022	0.615073	0.0408761	0.0187975	0.0102452	0.0177953	0.195627	0.0691421	0.137949	0.0502506	0.0386179	0.0346069	0.00427521	0.0520879	0.00546878	0.176187	0.0120899	0.0270959	0.00294155	0.0351156	0.0128132	0.0256983	0.00420339	0.0263272	0.00208748	11.10743	0.99796	0.999478	1.00052	1.00204	11.10743	175.1453	0.04274621	-4.004487	1.305383	1.704025
71	1	-358.7066	-436.8086	78.10203	815803.3	0.115015	0.022705	0.00684818	0.130177	0.188536	0.00809598	0.00158984	0.0417417	0.164921	0.00828269	0.00231637	0.0189662	0.00471337	0.089001	0.00570523	0.0276773	0.000641297	0.0045589	0.00788284	0.196291	0.0158837	0.0633619	0.0664668	0.0147301	0.355567	0.0617255	0.0110974	0.0424835	0.0591704	0.0025104	0.0450228	0.0176029	0.0766598	0.0260559	0.0178423	0.066016	0.0102427	0.609091	0.00556489	0.0208129	0.0237443	0.0272661	0.0335853	0.0421179	0.0224782	0.0495077	0.0149565	0.0101206	0.0513923	0.0102612	0.0194811	0.0035019	14.13799	0.998593	0.99964	1.00036	1.00141	14.13799	216.5278	0.06881625	-3.926453	1.581226	2.500276
72	0	-346.679	-426.8747	80.1957	493993.7	0.0272797	0.0462445	0.209434	0.0701809	0.0640515	0.0201163	0.287065	0.040472	0.0141842	0.0222928	0.00459078	0.00208754	0.0311919	0.0556824	0.0704522	0.11529	0.0355918	0.0458788	0.00509596	0.449999	0.0107771	0.036475	0.0239755	0.168639	0.0169504	0.0198026	0.00687367	0.0151272	0.200318	0.119318	0.0360613	0.00513259	0.0450891	0.0202789	0.101871	0.182402	0.0185668	0.0231881	0.0456307	0.0211711	0.00350868	0.00200045	0.0522362	0.0116139	0.0224733	0.0213206	0.0049955	0.0294848	0.0108738	0.0658532	0.0324382	0.00460839	11.1183	0.998192	0.999537	1.00046	1.00181	11.1183	163.7265	0.06201989	-3.711773	1.364898	1.862945
73	1	-340.3902	-423.8627	83.47255	541118.5	0.0663939	0.00789152	0.000732679	0.0571723	0.0569158	0.00408264	0.00450391	0.0153278	0.0703013	0.00966697	0.0178139	0.00753125	0.00129139	0.0703792	0.00812838	0.00774131	0.00748331	0.0174313	0.00473001	0.377636	0.0080291	0.00876639	0.043011	0.00225788	0.794575	0.1409	0.0335102	0.0117656	0.0354431	0.00145079	0.099979	0.0214542	0.119925	0.0603686	0.11084	0.0903627	0.0184683	0.13555	0.0126702	0.0170552	0.0116158	0.0423032	0.00494142	0.106904	0.0367382	0.0216734	0.0341083	0.00510469	0.00782212	0.01023	0.0454591	0.0109576	14.13913	0.998273	0.999558	1.00044	1.00173	14.13913	197.7512	0.04747019	-4.172115	1.499641	2.248924
74	0	-359.0403	-440.7013	81.66101	318538.1	0.0260013	0.0512839	0.263874	0.00870119	0.0802089	0.033598	0.0907593	0.0669636	0.0321906	0.0150444	0.00984149	0.0134235	0.0681424	0.0550534	0.00658434	0.196246	0.00573385	0.0813695	0.0156044	0.054155	0.00477903	0.0315113	0.149007	0.0931	0.00316456	0.0155569	0.0024355	0.0213263	0.195409	0.185907	0.00810643	0.0283642	0.02017	0.0325227	0.121092	0.0774559	0.0319205	0.0179542	0.0336982	0.0041367	0.000968176	0.00127549	0.229797	0.016687	0.0147254	0.00471626	0.0437733	0.00643144	0.020507	0.00831293	0.0667029	0.00606267	11.14514	0.997749	0.999424	1.00057	1.00225	11.14514	158.8718	0.111115	-3.407402	1.555772	2.420425
75	1	-344.8461	-427.9423	83.09622	144712.4	0.0262559	0.0458589	0.000413437	0.115048	0.145595	0.000848825	0.0053139	0.0150651	0.130469	0.00458256	0.0136876	0.0113872	0.00227197	0.126463	0.00430601	0.0108394	0.0013952	0.00609731	0.00283658	0.764747	0.0169929	0.00687945	0.0372144	0.0156195	0.397955	0.207797	0.0118913	0.0178456	0.029298	0.00229896	0.0276231	0.0149605	0.116557	0.0418948	0.0570827	0.054141	0.00491796	0.0853616	0.0110648	0.00310913	0.0175581	0.0164403	0.0373955	0.0223106	0.0242456	0.0224556	0.0245025	0.0157268	0.0149381	0.029889	0.0228466	0.125037	14.12726	0.996661	0.999145	1.00085	1.00334	14.12726	212.9204	0.07806875	-3.947851	1.671937	2.795372
76	0	-353.0062	-438.5374	85.53127	158489.8	0.0104374	0.00779527	0.143844	0.024409	0.0284719	0.0242962	0.0968054	0.247009	0.0463631	0.00985117	0.0131861	0.00275413	0.0582906	0.0651127	0.0224474	0.0593657	0.00868508	0.00711868	0.0222457	0.254822	0.00617733	0.00883385	0.0210704	0.22772	0.00170178	0.00604135	0.00349931	0.0381846	1.08507	0.228087	0.00443795	0.0173246	0.009532	0.0255678	0.106779	0.106458	0.107431	0.0504458	0.0139236	0.0199354	0.00158428	0.0106	0.00125251	0.0316955	0.0103286	0.00951037	0.029139	0.00911913	0.0198396	0.0566426	0.0196674	0.0117102	11.13728	0.996809	0.999183	1.00081	1.00319	11.13728	155.6092	0.05416997	-3.953392	1.440669	2.075528
77	1	-342.1187	-439.6332	97.51453	102295.8	0.0425712	0.0229139	0.000625137	0.14614	0.110842	0.00534244	0.00684972	0.0183795	0.307063	0.0078364	0.00479341	0.0102692	0.00193803	0.0606717	0.000387498	0.00342651	0.00499027	0.00381267	0.00368618	0.486985	0.00641964	0.00154669	0.0487594	0.0100949	0.0629188	0.037364	0.0230682	0.00935085	0.0227314	0.0148109	0.0228878	0.0205152	0.0712107	0.0192083	0.0108262	0.0231388	0.0228079	0.0417778	0.00500999	0.0307373	0.023442	0.00352338	0.0163649	0.0116365	0.0171378	0.0122464	0.031308	0.0347099	0.0328217	0.171973	0.0122745	0.0303097	14.1369	0.996029	0.998982	1.00101	1.00398	14.1369	212.1827	0.04357509	-4.185015	1.450341	2.10349
78	0	-354.2812	-428.0034	73.72217	272332.2	0.043225	0.058757	0.632028	0.0379584	0.0467988	0.0882552	0.148126	0.11133	0.00703446	0.00330136	0.0197327	0.0436717	0.0990354	0.121323	0.00136976	0.107666	0.169334	0.00581649	0.0412246	0.388691	0.0243622	0.000972809	0.0242153	0.342328	0.000334901	0.00673528	0.00185502	0.0247226	1.39388	0.359992	0.194693	0.00139573	0.00061518	0.00527738	0.00933512	0.0436256	0.0904093	0.0368364	0.000941847	0.00353854	0.00613737	0.0274381	0.00977529	0.00352904	0.00412162	0.000371733	0.02332	0.00170722	0.0105438	0.0587852	0.0260959	0.00902911	11.11715	0.997565	0.999377	1.00062	1.00244	11.11715	156.6769	0.1054409	-3.701297	1.703932	2.903385
79	1	-359.5124	-432.2403	72.72793	394413.5	0.0573174	0.096409	0.00456069	0.174399	0.103425	0.0218524	0.0249962	0.010358	0.342381	0.0159732	0.0220167	0.00947207	0.0138017	0.0641236	0.00978875	0.00754672	0.00211674	0.00105428	0.0166915	0.121477	0.0209748	0.0580064	0.0651724	0.00737596	0.210016	0.274876	0.0457444	0.0107683	0.0156939	0.0655636	0.0504394	0.0041531	0.0324996	0.0147525	0.0201804	0.0276276	0.00814169	0.108313	0.0269998	0.109097	0.00744749	0.0239868	0.00676259	0.0145085	0.0227604	0.015111	0.0421985	0.188449	0.0413312	0.518869	0.0260371	0.0692927	14.08118	0.997977	0.999482	1.00052	1.00202	14.08118	214.409	0.05689067	-3.587601	1.200814	1.441954
80	0	-361.2575	-425.98	64.7225	877367.8	0.0212576	0.0368693	0.985744	0.00622267	0.228229	0.0780254	0.362621	0.1158	0.0117052	0.00108662	0.00608386	0.033336	0.0579548	0.0461812	0.00221225	0.0434649	0.00371256	0.00958393	0.00538132	0.728681	0.0254228	0.00690818	0.0448607	0.404048	0.00193131	0.0141375	0.00396893	0.02379	0.766227	0.18994	0.102929	0.0342002	0.00710523	0.00135606	0.0312253	0.206543	0.157877	0.0288904	0.000642279	0.00823222	0.0263014	0.00521619	0.0173693	0.0226412	0.000744095	0.00283157	0.053085	0.0254113	0.682028	0.0366009	0.0424147	0.000771336	11.16662	0.998643	0.999653	1.00035	1.00136	11.16662	167.5408	0.2511779	-3.561486	2.08801	4.359785
81	1	-350.2512	-434.0282	83.777	165390.2	0.044542	0.0667325	0.00746663	0.0969306	0.0501627	0.0432014	0.0157558	0.00749512	0.12139	0.00799731	0.00148132	0.00183292	0.0137491	0.0411097	0.0137176	0.0266199	0.00210292	0.0343342	0.00960935	0.254463	0.0124514	0.0244441	0.0326754	0.00462516	0.357427	0.0829685	0.0333029	0.0213649	0.0328353	0.0303901	0.0435008	0.00319351	0.0921381	0.093602	0.0100329	0.00600966	0.0361046	0.209375	0.0135555	0.00586493	0.00927206	0.0497349	0.0145377	0.0172811	0.0193321	0.0227026	0.118771	0.0902557	0.0752839	0.0405473	0.0125783	0.013121	14.08202	0.996876	0.9992	1.0008	1.00313	14.08202	210.0415	0.05396969	-3.578928	1.14856	1.319191
82	0	-362.1512	-427.6157	65.46451	497802	0.0182774	0.216246	1.02366	0.00583649	0.0710749	0.0706071	0.281741	0.069555	0.0118799	0.0147593	0.00572402	0.0657276	0.0881921	0.0460415	0.00427146	0.0788428	0.00159074	0.0492512	0.0406809	0.393637	0.000686647	0.00544596	0.0449235	0.770623	0.138437	0.0160405	0.00449813	0.0677049	0.462494	0.123158	0.0132437	0.0534395	0.0316177	0.0981585	0.0350284	0.0903372	0.0611135	0.124896	0.00455548	0.00833152	0.00516131	0.00447121	0.00262711	0.0215711	0.0464252	0.00971635	0.0134913	0.0296781	0.0404657	0.00765305	0.0162896	0.0112052	11.06873	0.998199	0.999539	1.00046	1.0018	11.06873	150.3399	0.09611057	-3.480443	1.508766	2.276373
83	1	-348.5563	-432.6805	84.12425	454902	0.0331252	0.0150099	0.011807	0.0930753	0.0450195	0.00535223	0.0227695	0.00337125	0.240534	0.00451312	0.00567737	0.023232	0.00779721	0.124435	0.0103182	0.00470998	0.00461024	0.0253107	0.0103824	0.852273	0.0125369	0.047349	0.053603	0.00431249	0.0597709	0.269529	0.0230577	0.0366464	0.00605085	0.0262205	0.0986047	0.0148349	0.0284202	0.0659178	0.00719883	0.0105846	0.00180832	0.021366	0.267807	0.0135749	0.00536033	0.0071696	0.0176866	0.0514226	0.0305721	0.0932384	0.01545	0.0492226	0.0228597	0.0419073	0.023445	0.0309968	14.1671	0.998116	0.999518	1.00048	1.00189	14.1671	212.8904	0.06595269	-3.748685	1.435178	2.059736
84	0	-356.678	-424.5877	67.90965	421393.2	0.0553339	0.123806	0.251398	0.0068948	0.0805736	0.032334	0.254283	0.248047	0.00587514	0.0185046	0.0110329	0.00369571	0.0228409	0.0509813	0.00466518	0.0291429	0.0022475	0.011572	0.00798228	0.380121	0.00308708	0.000609283	0.0159551	1.19681	0.0690285	0.0180178	0.00595254	0.0433994	0.0420641	0.0844072	0.178716	0.0237137	0.00701005	0.0657328	0.143723	0.408635	0.0408124	0.0385419	0.0103673	0.188827	0.00705006	0.00737879	0.00639433	0.0111267	0.0123429	0.0506691	0.112944	0.111875	0.0226417	0.0267902	0.00904596	0.0101117	11.14537	0.998043	0.999499	1.0005	1.00196	11.14537	171.175	0.1057273	-3.700508	1.705061	2.907233
85	1	-335.331	-434.1407	98.8097	235172.1	0.0127103	0.0137682	0.00165652	0.0713117	0.0740792	0.00692426	0.00691225	0.00595817	0.111658	0.0160375	0.0117762	0.00501537	0.00244948	0.115067	0.0238759	0.0356748	0.00123558	0.0071531	0.00332501	0.215914	0.0354961	0.0221653	0.021321	0.00343388	0.144784	0.10581	0.0122415	0.0046892	0.00813556	0.0703279	0.0321234	0.0021457	0.0165485	0.0118624	0.0353945	0.0152425	0.000983884	0.0107433	0.162035	0.0305417	0.0067569	0.016606	0.00395031	0.00893963	0.0114236	0.0219942	0.0612529	0.017973	0.0480671	0.120808	0.0281022	0.039727	14.10563	0.99738	0.999329	1.00067	1.00262	14.10563	225.9989	0.04232697	-3.938206	1.245693	1.551752
86	0	-352.6154	-431.9583	79.34287	981382.5	0.0285244	0.206428	0.203226	0.0161051	0.128744	0.0277867	0.533988	0.0737734	0.0348685	0.0191818	0.00282155	0.0205847	0.0387932	0.106739	0.0101935	0.0165695	0.0241904	0.0212826	0.00631727	0.610989	0.0150933	0.0117087	0.043041	0.115344	0.00662997	0.0165449	0.00360222	0.0232654	0.16632	0.0366178	0.0073504	0.000515578	0.00722645	0.0178027	0.00604585	0.102068	0.0294555	0.0307801	0.029631	0.0298777	0.0158864	0.03742	0.0512669	0.0325364	0.0216175	0.0420594	0.0135545	0.0462818	0.0236021	0.0573441	0.0827162	0.0101559	11.12529	0.998717	0.999672	1.00033	1.00128	11.12529	151.4314	0.05089167	-3.518683	1.039834	1.081255
87	1	-338.5004	-426.8403	88.33983	528845.8	0.0071631	0.0123245	0.00821203	0.0407388	0.0180578	0.0273934	0.0125249	0.000806092	0.368683	0.0199158	0.00153042	0.00772764	0.0023015	0.0649317	0.00647913	0.00803483	0.00609406	0.00511432	0.0140977	0.236418	0.026888	0.00603501	0.0209168	0.00758681	0.255661	0.491071	0.0347259	0.195577	0.0265558	0.0172452	0.0301086	0.0016538	0.0214066	0.0292444	0.0102711	0.0180967	0.0211568	0.00884789	0.0312087	0.0531746	0.0122905	0.0109942	0.03862	0.00585142	0.0203661	0.00701333	0.024045	0.00666526	0.185405	0.259481	0.0627177	0.0220812	14.19364	0.998253	0.999553	1.00045	1.00175	14.19364	224.8075	0.05576596	-3.899414	1.423251	2.025645
88	0	-312.2866	-442.897	130.6104	995945.1	0.028541	0.0248704	0.0273169	0.0295051	0.0576935	0.0358427	0.0528931	0.021867	0.0140189	0.0247285	0.0259867	0.0126721	0.0408058	0.0326094	0.0271206	0.0268756	0.0230375	0.0266034	0.0294612	0.049947	0.0250343	0.0244219	0.0168159	0.119648	0.0236438	0.038913	0.0169457	0.0390033	0.0102141	0.0216255	0.0323691	0.0334182	0.0437516	0.089125	0.0436317	0.0385598	0.0342252	0.0107473	0.0179084	0.0280409	0.0676129	0.0468248	0.0498367	0.0120577	0.0144362	0.0150337	0.0206882	0.0208844	0.0183296	0.028329	0.0203679	0.0277469	10.95905	0.998727	0.999674	1.00033	1.00127	10.95905	149.5947	0.03233638	-3.577984	0.5411492	0.2928424
89	1	-332.0681	-429.5146	97.44653	414681.5	0.00995653	0.0209499	0.00492774	0.0455849	0.0618258	0.00931069	0.011539	0.0106081	0.19998	0.0195971	0.000683996	0.0072175	0.00169811	0.155087	0.00815936	0.00405417	0.00835572	0.00365589	0.00566249	0.0890936	0.00530413	0.00800151	0.0359213	0.0185572	0.383099	0.192127	0.0553222	0.305614	0.0167072	0.00628507	0.0343524	0.00208634	0.00888997	0.144898	0.0020928	0.0392985	0.0581216	0.00836269	0.0101826	0.00438496	0.0078417	0.0056569	0.00872173	0.0122703	0.0268575	0.00120857	0.00627945	0.00287218	0.0174106	0.134601	0.0585317	0.00370232	14.1081	0.998027	0.999495	1.0005	1.00197	14.1081	197.1858	0.07128135	-4.052483	1.680097	2.822724
90	0	-322.3978	-449.543	127.1452	860834.9	0.0501624	0.134566	0.0265574	0.030368	0.0569085	0.0299895	0.0454054	0.0232887	0.0286705	0.0102887	0.0278232	0.0183229	0.0167539	0.0410986	0.0258	0.0343014	0.064813	0.0190215	0.0198814	0.0216181	0.00897497	0.0209067	0.0127186	0.027375	0.0496771	0.0469223	0.032244	0.0244886	0.0311611	0.0193767	0.0159714	0.0403501	0.0352318	0.0377021	0.0192891	0.0424735	0.053121	0.018539	0.037964	0.0207463	0.0114234	0.0331378	0.0249687	0.0152717	0.0194874	0.0347311	0.00818004	0.0456688	0.0279683	0.00561549	0.0138028	0.0331814	10.95751	0.99863	0.99965	1.00035	1.00137	10.95751	141.6732	0.02898024	-3.664331	0.4963658	0.246379
91	1	-353.3175	-446.6571	93.33954	118078.1	0.0412034	0.0199462	0.00916215	0.0331336	0.0335559	0.0043262	0.00966867	0.0376232	0.0482298	0.0146216	0.00547001	0.00977683	0.0277534	0.585891	0.00770731	0.00133398	0.0040819	0.014967	0.00289867	0.0783058	0.00821456	0.0194724	0.0254969	0.0138703	0.136241	0.100077	0.0708523	0.000521949	0.0394465	0.00235534	0.0429845	0.00539927	0.00523262	0.272439	0.130557	0.00338457	0.013714	0.0182462	0.0145383	0.0172971	0.0128162	0.00449899	0.0119702	0.00059392	0.00803583	0.0068605	0.0279811	0.00574843	0.104606	0.135869	0.0308048	0.114186	14.07783	0.996303	0.999053	1.00094	1.0037	14.07783	213.7978	0.05536266	-3.983856	1.476486	2.180012
92	0	-323.6391	-454.7916	131.1524	966477.9	0.0315154	0.0242806	0.0353292	0.0399182	0.0403183	0.0304002	0.0491593	0.0313573	0.0161095	0.0243721	0.0358277	0.051598	0.0661075	0.0418766	0.0311891	0.0216277	0.0171549	0.0322748	0.0480264	0.049266	0.0244978	0.0299578	0.0194874	0.031544	0.0202287	0.0559336	0.0534158	0.0247432	0.074223	0.106812	0.0184086	0.0455756	0.02159	0.0411535	0.0292565	0.0344945	0.0587259	0.0196157	0.0429209	0.0196133	0.0227924	0.0211006	0.0299431	0.034591	0.0333884	0.0184912	0.0345568	0.0638107	0.0422116	0.039692	0.0358926	0.0489346	10.98083	0.998707	0.999669	1.00033	1.00129	10.98083	145.326	0.0347262	-3.448402	0.4198613	0.1762835
93	1	-343.2574	-435.6334	92.37598	860306.4	0.0305356	0.00186811	0.00338466	0.0203532	0.0756035	0.00802874	0.0198929	0.0128886	0.0548497	0.0614019	0.00489984	0.0159117	0.00213441	0.113441	0.0128016	0.0271083	0.00444449	0.00902312	0.00520228	0.305106	0.010659	0.011493	0.0412941	0.00659923	0.229624	0.0628644	0.0212219	0.0120546	0.0117874	0.0423953	0.025383	0.00370904	0.0209917	0.0475301	0.0329162	0.0108537	0.00207165	0.152477	0.00420287	0.01932	0.0333381	0.0124672	0.0217316	0.0397605	0.046078	0.0223754	0.0441027	0.0217768	0.169191	0.0851062	0.0482159	0.00178534	14.05918	0.99863	0.99965	1.00035	1.00137	14.05918	229.0127	0.06345261	-3.698896	1.372176	1.882868
94	0	-312.1909	-452.0205	139.8296	72569.25	0.0288496	0.033499	0.0207061	0.0191069	0.0231307	0.0176274	0.0533182	0.0517391	0.026848	0.0134347	0.018694	0.0248146	0.0343294	0.0281114	0.0188552	0.0434415	0.0197943	0.015811	0.020047	0.0464892	0.0360024	0.0434877	0.0145937	0.0473466	0.0180073	0.0361659	0.020958	0.0276726	0.0305162	0.0339957	0.0450407	0.0262411	0.0256293	0.0410604	0.0178471	0.0422071	0.0208573	0.0470548	0.0465659	0.0497613	0.0309602	0.0161426	0.0289987	0.0377385	0.0462512	0.0148666	0.0143237	0.0277128	0.0537975	0.0250573	0.0238846	0.0514993	11.10191	0.995285	0.998791	1.0012	1.00472	11.10191	156.0499	0.03094382	-3.537136	0.3508681	0.1231084
95	1	-366.297	-447.8427	81.54576	891856.1	0.0169731	0.0120719	0.00410379	0.0339459	0.202313	0.00865073	0.0175356	0.0748639	0.113357	0.01417	0.0257286	0.0145509	0.00776809	0.128429	0.0128537	0.0152884	0.0454061	0.00742793	0.0033075	0.0328882	0.0269167	0.0143125	0.0818681	0.0108127	0.346887	0.168214	0.01657	0.0789088	0.0283074	0.01506	0.0111657	0.0109683	0.0227401	0.223947	0.00174325	0.0138046	0.0309275	0.0155416	0.00534282	0.0444071	0.204824	0.00923389	0.0292131	0.007719	0.107509	0.0364261	0.0134201	0.0154119	0.10951	0.192084	0.020224	0.00772752	14.08584	0.998654	0.999656	1.00034	1.00135	14.08584	233.3938	0.0603214	-3.776814	1.391938	1.937491
96	0	-316.9318	-452.2305	135.2987	839164.8	0.0316803	0.0236329	0.0510242	0.0775477	0.0530647	0.0416158	0.0438821	0.0337962	0.0218516	0.0165206	0.0223047	0.038906	0.0338374	0.0296905	0.0209604	0.0272178	0.0174692	0.0216185	0.0342019	0.0679369	0.0257462	0.029199	0.015407	0.0426787	0.0215925	0.0550043	0.0207483	0.0175858	0.0477689	0.0228452	0.0186493	0.0234285	0.0380574	0.0417101	0.0252009	0.0305176	0.0244798	0.0491615	0.0146221	0.0561164	0.00984618	0.0228067	0.0256089	0.0303974	0.0463003	0.0242618	0.0245845	0.0264175	0.0180289	0.0495879	0.0577579	0.037793	11.05573	0.998613	0.999645	1.00035	1.00139	11.05573	138.8771	0.03271181	-3.510507	0.4254115	0.180975
97	1	-340.7353	-437.8357	97.10039	52220.69	0.0257503	0.00896703	0.0079806	0.0296729	0.0338941	0.0132587	0.0132477	0.0484709	0.38449	0.00676725	0.0114119	0.0217741	0.0033141	0.0507543	0.0156609	0.0181495	0.0197078	0.00969346	0.00662728	0.170739	0.0134137	0.0183567	0.0180828	0.00392042	0.220994	0.141975	0.0118206	0.016691	0.0355943	0.00208342	0.0201463	0.0180723	0.00193612	0.0410055	0.140473	0.00509141	0.00552167	0.0607189	0.00354598	0.00668596	0.0479703	0.0455316	0.212995	0.00523511	0.00458215	0.0453992	0.0530324	0.0173936	0.0240666	0.00432848	0.0268517	0.00408338	14.15845	0.994443	0.998574	1.00142	1.00557	14.15845	230.5718	0.04389285	-3.829629	1.186276	1.407251
