Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
746	0	-432.464	-414.94	-17.5234	600105.9	9.180322	0.99836	0.99958	1.00042	1.00164	4.037293
747	1	-432.48	-417.635	-14.8449	748161.6	6.365287	0.998531	0.999624	1.00037	1.00147	3.591896
748	0	-425.577	-415.123	-10.4535	681824.3	8.735667	0.998461	0.999606	1.00039	1.00154	3.256109
749	1	-426.504	-418.194	-8.31051	430588.9	11.37468	0.998064	0.999505	1.00049	1.00194	3.03171
750	0	-427.679	-415.935	-11.7436	967519.2	10.03635	0.998708	0.99967	1.00033	1.00129	3.39313
751	1	-423.494	-414.257	-9.23678	467804.5	12.23592	0.998142	0.999525	1.00047	1.00186	3.076785
752	0	-431.218	-418.891	-12.3268	185365.7	10.08441	0.997049	0.999244	1.00075	1.00295	3.449477
753	1	-424.483	-415.273	-9.21045	802240.6	9.716755	0.998581	0.999637	1.00036	1.00142	3.140709
754	0	-430.94	-418.183	-12.7569	97326.71	9.045075	0.995929	0.998956	1.00104	1.00408	3.51954
755	1	-431.168	-414.703	-16.4657	293708.9	9.505382	0.997656	0.9994	1.0006	1.00235	3.901921
756	0	-443.432	-423.276	-20.1555	403414.2	7.445057	0.997999	0.999488	1.00051	1.002	4.449794
757	1	-435.071	-425.188	-9.88246	168169.4	10.12563	0.996902	0.999207	1.00079	1.0031	3.20651
758	0	-434.564	-424.433	-10.131	473459	9.35378	0.998153	0.999528	1.00047	1.00185	3.234449
759	1	-432.532	-415.046	-17.4857	494822.1	6.149854	0.998194	0.999538	1.00046	1.00181	3.969387
760	0	-435.035	-419.422	-15.6131	250052.5	7.999661	0.997459	0.99935	1.00065	1.00254	3.855997
761	1	-440.505	-417.246	-23.2595	631111.4	7.965907	0.9984	0.999591	1.00041	1.0016	4.815552
762	0	-437.575	-421.605	-15.97	533534.7	7.957926	0.99826	0.999555	1.00044	1.00174	3.900419
763	1	-428.614	-418.351	-10.2625	604873.7	10.84841	0.998366	0.999582	1.00042	1.00163	3.224322
764	0	-439.525	-426.891	-12.6348	492867.5	8.888987	0.99819	0.999537	1.00046	1.00181	3.506488
765	1	-428.399	-415.569	-12.8303	711600.4	6.974404	0.998494	0.999615	1.00038	1.00151	3.404282
766	0	-436.145	-421.977	-14.1682	263318.6	7.685233	0.997524	0.999366	1.00063	1.00248	3.661752
767	1	-442.462	-423.02	-19.4421	749995.2	6.755984	0.998533	0.999625	1.00037	1.00147	4.344052
768	0	-428.967	-416.443	-12.5232	137663.8	10.42675	0.996576	0.999123	1.00087	1.00343	3.454145
769	1	-434.096	-417.445	-16.6513	993292.9	5.679248	0.998725	0.999674	1.00033	1.00128	3.705372
770	0	-436.158	-418.009	-18.1496	104279.3	5.871266	0.996066	0.998992	1.001	1.00394	4.019735
771	1	-427.509	-411.818	-15.6908	413895.5	9.028734	0.998025	0.999495	1.0005	1.00198	3.844605
772	0	-433.305	-418.356	-14.949	624689.8	7.936205	0.998392	0.999589	1.00041	1.00161	3.771622
773	1	-435.78	-418.675	-17.1055	178155.9	6.574768	0.99699	0.999229	1.00077	1.00301	3.977445
774	0	-429.594	-414.388	-15.2065	654934.4	7.363071	0.99843	0.999598	1.0004	1.00157	3.779793
775	1	-442.312	-427.576	-14.7359	747103.4	8.842286	0.99853	0.999624	1.00038	1.00147	3.744026
776	0	-438.664	-419.337	-19.3267	412074.9	9.466886	0.998021	0.999494	1.00051	1.00198	4.206662
777	1	-433.381	-422.195	-11.1854	554753	8.721414	0.998294	0.999564	1.00044	1.00171	3.33951
778	0	-438.643	-424.524	-14.1191	517573.3	11.29758	0.998234	0.999548	1.00045	1.00177	3.548046
779	1	-431.95	-421.867	-10.0831	573326.3	9.497024	0.998322	0.999571	1.00043	1.00168	3.230407
780	0	-433.049	-419.425	-13.6233	407913.1	6.84744	0.99801	0.999491	1.00051	1.00199	3.498377
781	1	-438.708	-422.465	-16.2434	586174.1	8.916425	0.99834	0.999575	1.00042	1.00166	3.911198
782	0	-435.094	-417.739	-17.3548	626355.2	10.38633	0.998394	0.999589	1.00041	1.00161	3.921214
783	1	-433.12	-424.37	-8.75009	870710	8.658909	0.998638	0.999652	1.00035	1.00136	3.056393
784	0	-424.233	-414.116	-10.1176	403905.6	10.61773	0.998001	0.999488	1.00051	1.002	3.218269
785	1	-431.767	-421.516	-10.2512	543457.6	11.29363	0.998276	0.999559	1.00044	1.00172	3.205845
786	0	-433.049	-423.31	-9.73886	182761.5	10.2377	0.997028	0.999239	1.00076	1.00297	3.190673
787	1	-432.878	-416.093	-16.7856	621003.7	9.040684	0.998387	0.999588	1.00041	1.00161	3.965191
788	0	-442.131	-425.741	-16.3899	948465.7	8.421201	0.998695	0.999666	1.00033	1.00131	3.946438
789	1	-433.845	-420.149	-13.6969	577448.6	10.31414	0.998328	0.999572	1.00043	1.00167	3.57309
790	0	-431.432	-412.151	-19.2807	878247.4	6.288096	0.998644	0.999653	1.00035	1.00136	4.279849
791	1	-441.902	-426.447	-15.4555	117059.3	7.973745	0.996287	0.999049	1.00095	1.00372	3.835976
792	0	-431.567	-420.152	-11.4158	691263.4	9.54944	0.998472	0.999609	1.00039	1.00153	3.370154
793	1	-427.807	-414.858	-12.9488	885394.5	8.602818	0.998649	0.999655	1.00034	1.00135	3.540761
794	0	-423.41	-413.919	-9.49082	96709.46	9.686738	0.995916	0.998953	1.00104	1.00409	3.169464
795	1	-430.18	-413.952	-16.2279	428022.8	12.6119	0.998058	0.999503	1.0005	1.00194	3.612615
796	0	-429.585	-417.656	-11.9295	44179.54	8.519792	0.993959	0.998449	1.00154	1.00605	3.420006
797	1	-444.8	-425.472	-19.3281	106829.3	7.517827	0.996114	0.999004	1.00099	1.00389	4.337418
798	0	-428.531	-419.302	-9.22879	81832.2	10.47281	0.99556	0.998862	1.00113	1.00445	3.137395
799	1	-439.463	-424.174	-15.2889	441931.9	9.108221	0.998089	0.999511	1.00049	1.00191	3.796947
800	0	-425.608	-415.225	-10.3838	978213.1	8.909507	0.998715	0.999671	1.00033	1.00129	3.25384
801	1	-437.2	-420.389	-16.8113	426120	7.140269	0.998053	0.999502	1.0005	1.00195	3.986733
802	0	-436.06	-421.07	-14.9896	782673.3	7.753375	0.998564	0.999633	1.00037	1.00144	3.771315
803	1	-428.273	-417.951	-10.3224	921206.8	8.661411	0.998676	0.999661	1.00034	1.00132	3.238087
804	0	-420.932	-412.561	-8.37108	973887.6	11.75654	0.998712	0.999671	1.00033	1.00129	3.024579
805	1	-441.504	-422.915	-18.5893	433460.3	9.291985	0.99807	0.999506	1.00049	1.00193	4.144025
806	0	-425.282	-415.6	-9.68258	216412.2	8.817235	0.997269	0.999301	1.0007	1.00273	3.171493
807	1	-434.661	-417.136	-17.5255	486229.5	7.331984	0.998178	0.999534	1.00047	1.00182	4.093911
808	0	-440.632	-426.516	-14.1159	289349.7	10.5773	0.997638	0.999395	1.0006	1.00236	3.597432
809	1	-432.65	-418.22	-14.4298	485659.1	8.63406	0.998177	0.999534	1.00047	1.00182	3.712607
810	0	-439.455	-425.145	-14.3098	663360.3	8.357699	0.99844	0.999601	1.0004	1.00156	3.699171
811	1	-445.184	-422.457	-22.7271	764461.1	4.653307	0.998547	0.999628	1.00037	1.00145	4.459162
812	0	-435.58	-427.861	-7.719	131591.7	10.98215	0.996498	0.999103	1.00089	1.00351	2.987831
813	1	-434.485	-418.593	-15.8919	549766.3	9.407224	0.998286	0.999562	1.00044	1.00171	3.847311
814	0	-421.629	-409.398	-12.2306	598707.1	8.262893	0.998358	0.99958	1.00042	1.00164	3.446717
815	1	-434.365	-416.363	-18.0025	662479.4	7.333176	0.998439	0.999601	1.0004	1.00156	4.158992
816	0	-424.354	-412.638	-11.7158	535850.2	9.244081	0.998264	0.999556	1.00044	1.00174	3.404532
817	1	-439.259	-421.28	-17.9792	338127.2	8.196887	0.997815	0.999441	1.00056	1.00219	4.145106
818	0	-430.232	-417.844	-12.3876	941702.8	9.730934	0.99869	0.999665	1.00033	1.00131	3.46729
819	1	-436.548	-422.167	-14.3816	486300.8	8.60447	0.998178	0.999534	1.00046	1.00182	3.707293
820	0	-430.22	-416.765	-13.4548	372674.2	8.582672	0.997919	0.999467	1.00053	1.00208	3.599485
821	1	-431.266	-418.3	-12.966	618381.8	9.566767	0.998384	0.999587	1.00041	1.00162	3.531988
822	0	-445.689	-429.84	-15.8484	443535.1	7.022169	0.998092	0.999512	1.00049	1.00191	3.841642
823	1	-441.328	-426.528	-14.8002	917220.6	9.687786	0.998673	0.999661	1.00034	1.00133	3.717519
824	0	-444.422	-422.53	-21.8919	510087.3	7.486661	0.998221	0.999545	1.00045	1.00178	4.680448
825	1	-436.045	-425.526	-10.5187	380337.3	8.572962	0.99794	0.999473	1.00053	1.00206	3.256939
826	0	-436.14	-421.097	-15.0434	796114.6	8.974302	0.998576	0.999636	1.00036	1.00142	3.774767
827	1	-426.854	-412.73	-14.1236	474243.7	7.44877	0.998155	0.999528	1.00047	1.00185	3.639892
828	0	-442.813	-424.691	-18.1217	587565.3	9.976036	0.998342	0.999576	1.00042	1.00166	4.034261
829	1	-447.16	-428.17	-18.9898	151697.6	9.760335	0.996738	0.999165	1.00083	1.00327	4.142867
830	0	-436.493	-422.995	-13.498	842275.4	7.8517	0.998615	0.999646	1.00035	1.00139	3.584582
831	1	-433.747	-424.482	-9.26451	283139.6	12.81082	0.997612	0.999389	1.00061	1.00239	3.050173
832	0	-429.118	-417.184	-11.9338	941987	7.346387	0.998691	0.999665	1.00033	1.00131	3.333159
833	1	-438.655	-427.722	-10.9331	787138	7.44295	0.998568	0.999634	1.00037	1.00143	3.210776
834	0	-430.353	-421.587	-8.76546	497830.7	11.94618	0.998199	0.999539	1.00046	1.0018	3.050607
835	1	-452.025	-434.531	-17.4938	691791.5	6.486734	0.998472	0.999609	1.00039	1.00153	4.02542
836	0	-435.87	-420.141	-15.7292	209646.3	9.170395	0.997225	0.99929	1.00071	1.00278	3.842344
837	1	-436.742	-421.338	-15.4031	737645.3	7.526324	0.99852	0.999622	1.00038	1.00148	3.815751
838	0	-427.788	-415.227	-12.5613	356984.6	10.35836	0.997873	0.999456	1.00054	1.00213	3.460987
839	1	-453.658	-432.484	-21.1745	750245.5	7.18529	0.998533	0.999625	1.00037	1.00147	4.596608
840	0	-419.135	-411.824	-7.31151	536758.1	10.11886	0.998266	0.999556	1.00044	1.00174	2.952533
841	1	-436.429	-420.452	-15.977	255658.3	10.62931	0.997487	0.999357	1.00064	1.00252	3.769179
842	0	-430.639	-416.962	-13.6768	740352.6	6.405904	0.998523	0.999622	1.00038	1.00148	3.418285
843	1	-437.664	-420.728	-16.9359	823511.4	7.86358	0.9986	0.999642	1.00036	1.0014	4.022403
844	0	-433.129	-420.466	-12.6622	475214.1	8.343445	0.998157	0.999528	1.00047	1.00184	3.50161
845	1	-438.417	-423.65	-14.7672	801324.9	7.295602	0.99858	0.999637	1.00036	1.00142	3.714749
846	0	-447.117	-430.097	-17.02	481749.6	6.22319	0.998169	0.999532	1.00047	1.00183	3.908286
847	1	-435.663	-423.957	-11.7064	62760.21	7.687805	0.994931	0.998699	1.00129	1.00508	3.341674
848	0	-445.47	-431.558	-13.9114	298091.2	8.679525	0.997673	0.999404	1.00059	1.00233	3.652359
849	1	-435.035	-421.657	-13.378	242339.4	9.704818	0.997419	0.999339	1.00066	1.00258	3.570074
850	0	-428.834	-420.628	-8.20629	526767.5	8.106446	0.998249	0.999552	1.00045	1.00175	2.942851
851	1	-428.38	-415.842	-12.5377	849899.5	13.90842	0.998622	0.999647	1.00035	1.00138	3.224064
852	0	-433.306	-420.861	-12.4454	865070.3	9.415187	0.998634	0.999651	1.00035	1.00137	3.4808
853	1	-427.475	-418.419	-9.05653	464075.5	11.81604	0.998135	0.999523	1.00048	1.00187	3.08045
854	0	-421.64	-411.769	-9.87108	104900.6	10.03262	0.996078	0.998995	1.001	1.00393	3.206603
855	1	-433.348	-422.393	-10.955	743852.8	9.836863	0.998527	0.999623	1.00038	1.00147	3.318478
856	0	-421.839	-413.301	-8.53742	286859.2	11.04084	0.997628	0.999393	1.00061	1.00237	3.060943
857	1	-427.116	-411.061	-16.0554	274021.9	6.697904	0.997573	0.999379	1.00062	1.00243	3.835277
858	0	-425.601	-417.349	-8.25209	287758.9	9.509011	0.997631	0.999394	1.0006	1.00237	3.037908
859	1	-425.8	-410.622	-15.1779	609902.8	9.593596	0.998373	0.999584	1.00042	1.00163	3.761742
860	0	-433.925	-423.457	-10.4687	824466.6	10.52256	0.9986	0.999642	1.00036	1.0014	3.254312
861	1	-423.711	-412.726	-10.985	978176.6	8.89669	0.998715	0.999671	1.00033	1.00129	3.321057
862	0	-445.031	-427.638	-17.393	984796.6	6.316206	0.998719	0.999673	1.00033	1.00128	3.984345
863	1	-430.534	-413.578	-16.956	517251.8	7.147865	0.998233	0.999548	1.00045	1.00177	4.00743
864	0	-435.142	-422.276	-12.8655	178061.6	8.193484	0.996989	0.999229	1.00077	1.00301	3.521124
865	1	-434.613	-422.352	-12.2603	335604.8	9.891783	0.997807	0.999439	1.00056	1.0022	3.449474
866	0	-441.261	-422.928	-18.3329	372533.6	6.279546	0.997918	0.999467	1.00053	1.00208	4.127868
867	1	-434.937	-420.982	-13.9549	427045.4	8.013018	0.998056	0.999503	1.0005	1.00195	3.649163
868	0	-425.472	-418.098	-7.374	120020	11.60787	0.996333	0.99906	1.00093	1.00367	2.943802
869	1	-430.774	-415.106	-15.6673	817505.9	9.438443	0.998595	0.999641	1.00036	1.00141	3.82171
870	0	-429.982	-419.021	-10.9607	107365.8	10.81827	0.996123	0.999007	1.00099	1.00388	3.289914
871	1	-440.323	-422.976	-17.3473	756216.8	7.310902	0.998539	0.999626	1.00037	1.00146	4.06893
872	0	-437.182	-420.844	-16.3385	237631.4	6.9122	0.997394	0.999333	1.00066	1.00261	3.901485
873	1	-439.356	-422.242	-17.1134	322166.2	8.660325	0.997761	0.999427	1.00057	1.00224	4.02219
874	0	-440.525	-419.353	-21.1716	883281.8	8.365643	0.998648	0.999654	1.00035	1.00135	4.519459
875	1	-435.284	-420.097	-15.187	174278.2	7.267911	0.996957	0.999221	1.00078	1.00305	3.770155
876	0	-430.826	-416.288	-14.5382	674514.6	9.457273	0.998453	0.999604	1.00039	1.00155	3.701274
877	1	-423.382	-416.484	-6.89745	626771.8	9.45185	0.998395	0.999589	1.00041	1.00161	2.893118
878	0	-437.51	-424.758	-12.7521	544283.2	7.265037	0.998278	0.999559	1.00044	1.00172	3.434783
879	1	-436.307	-420.163	-16.1435	105654.6	7.39084	0.996092	0.998998	1.001	1.00391	3.908437
880	0	-428.739	-416.817	-11.9224	117781.3	8.52496	0.996299	0.999052	1.00094	1.00371	3.419334
881	1	-431.272	-419.992	-11.2805	141726.8	8.68937	0.996626	0.999136	1.00086	1.00338	3.349521
882	0	-426.854	-414.316	-12.5378	496534.9	6.471728	0.998197	0.999539	1.00046	1.0018	3.257604
883	1	-437.419	-424.397	-13.022	811729.1	10.26618	0.99859	0.999639	1.00036	1.00141	3.509994
884	0	-424.835	-412.569	-12.2654	311000.4	11.37565	0.997722	0.999417	1.00058	1.00228	3.379342
885	1	-435.258	-421.388	-13.8698	938140.1	9.034475	0.998688	0.999665	1.00033	1.00131	3.642795
886	0	-426.191	-414.946	-11.2441	793421.8	8.542359	0.998573	0.999635	1.00036	1.00143	3.340426
887	1	-444.617	-426.844	-17.7726	837137.1	7.879148	0.998611	0.999645	1.00035	1.00139	4.128537
888	0	-443.174	-421.822	-21.3521	86459.58	9.321741	0.99568	0.998893	1.0011	1.00433	4.437855
889	1	-434.412	-422.449	-11.9631	299352	9.176621	0.997678	0.999406	1.00059	1.00232	3.431637
890	0	-440.746	-420.866	-19.8794	390315	6.91662	0.997966	0.99948	1.00052	1.00204	4.41386
891	1	-437.553	-421.607	-15.9456	420420.4	9.746367	0.99804	0.999499	1.0005	1.00196	3.831905
892	0	-448.599	-429.046	-19.553	287358.5	6.206172	0.99763	0.999393	1.0006	1.00237	4.313131
893	1	-430.885	-417.111	-13.774	131490.1	8.337469	0.996497	0.999102	1.00089	1.00351	3.63478
894	0	-427.523	-415.739	-11.7847	357483.9	8.862907	0.997875	0.999456	1.00054	1.00213	3.410539
895	1	-434.646	-416.313	-18.3329	773272.5	6.442272	0.998555	0.99963	1.00037	1.00145	4.149591
896	0	-443.325	-429.206	-14.119	830717.7	6.792312	0.998606	0.999643	1.00036	1.00139	3.562105
897	1	-443.01	-425.314	-17.6964	188619.3	7.842204	0.997075	0.999251	1.00075	1.00293	4.119433
898	0	-431.722	-414.526	-17.1955	394968.9	6.155351	0.997978	0.999483	1.00052	1.00202	3.923311
899	1	-429.033	-416.01	-13.0226	925666.9	8.40713	0.998679	0.999662	1.00034	1.00132	3.546294
900	0	-441.57	-423.672	-17.898	109996.3	11.8169	0.99617	0.999018	1.00098	1.00384	3.828622
901	1	-437.076	-421.548	-15.5282	227603.2	10.12229	0.997337	0.999318	1.00068	1.00267	3.764313
902	0	-441.531	-427.644	-13.8868	190552.2	8.625741	0.99709	0.999255	1.00074	1.00291	3.649743
903	1	-437.787	-418.896	-18.8908	961065.1	7.500854	0.998704	0.999669	1.00033	1.0013	4.279443
904	0	-437.325	-418.435	-18.8895	15319.01	9.751086	0.989749	0.997358	1.0026	1.01029	4.133496
905	1	-434.527	-419.191	-15.3358	403911.1	7.499449	0.998001	0.999488	1.00051	1.002	3.80543
906	0	-431.945	-420.54	-11.4049	844122.3	7.551205	0.998617	0.999646	1.00035	1.00138	3.287464
907	1	-439.791	-421.23	-18.5605	30997.06	9.086277	0.99279	0.998147	1.00183	1.00723	4.157899
908	0	-440.242	-424.469	-15.773	389605.3	8.652609	0.997964	0.999479	1.00052	1.00204	3.867637
909	1	-439.21	-422.213	-16.9969	606522.8	9.282274	0.998368	0.999583	1.00042	1.00163	3.973302
910	0	-430.771	-417.466	-13.3046	147131.5	8.479168	0.996688	0.999152	1.00084	1.00332	3.580926
911	1	-435.673	-418.432	-17.2411	741149.9	6.964638	0.998524	0.999622	1.00038	1.00148	4.03601
912	0	-447.132	-423.474	-23.6583	400940.6	5.416262	0.997993	0.999487	1.00051	1.00201	4.899828
913	1	-439.098	-421.288	-17.8098	717410.2	7.434249	0.9985	0.999616	1.00038	1.0015	4.134578
914	0	-435.414	-414.703	-20.7112	302819	6.538363	0.997691	0.999409	1.00059	1.00231	4.524146
915	1	-453.244	-430.159	-23.0849	615556.6	5.432034	0.99838	0.999586	1.00041	1.00162	4.797116
916	0	-443.75	-421.845	-21.9051	216357.8	6.922329	0.997269	0.999301	1.0007	1.00273	4.706619
917	1	-430.66	-415.963	-14.6974	376517.4	7.248243	0.997929	0.99947	1.00053	1.00207	3.701041
918	0	-432.798	-421.658	-11.1399	322026.3	9.745577	0.997761	0.999427	1.00057	1.00224	3.338836
919	1	-433.893	-420.571	-13.3224	237163.7	6.718688	0.997391	0.999332	1.00067	1.00261	3.431241
920	0	-431.615	-418.643	-12.9717	631535.7	10.98414	0.998401	0.999591	1.00041	1.0016	3.466004
921	1	-423.158	-411.764	-11.3939	835116.8	9.194656	0.998609	0.999644	1.00035	1.00139	3.369649
922	0	-430.352	-420.978	-9.37406	85552.91	9.829351	0.995658	0.998887	1.00111	1.00435	3.157766
923	1	-426.683	-414.233	-12.4499	199300.7	7.988658	0.997154	0.999271	1.00073	1.00285	3.459937
924	0	-434.677	-420.22	-14.4573	530972.4	10.05134	0.998256	0.999554	1.00045	1.00174	3.662656
925	1	-428.226	-419.536	-8.68969	936847.8	11.15197	0.998687	0.999664	1.00034	1.00131	3.071737
926	0	-436.768	-423.293	-13.475	133564.3	7.311293	0.996524	0.99911	1.00089	1.00348	3.539312
927	1	-433.536	-421.095	-12.4414	829804.1	7.213677	0.998605	0.999643	1.00036	1.0014	3.385129
928	0	-445.534	-429.905	-15.6286	35155.45	8.975721	0.993229	0.99826	1.00172	1.00679	3.839917
929	1	-439.489	-430.861	-8.62775	893062.8	11.97924	0.998655	0.999656	1.00034	1.00135	3.037753
930	0	-448.602	-434.123	-14.479	213483.3	9.896155	0.99725	0.999296	1.0007	1.00275	3.673537
931	1	-440.823	-418.861	-21.9621	328293.2	5.710445	0.997782	0.999432	1.00057	1.00222	4.645716
932	0	-453.569	-432.452	-21.1172	111639.3	9.491484	0.996198	0.999026	1.00097	1.00381	4.39291
933	1	-436.935	-424.251	-12.6845	145490.3	8.513859	0.99667	0.999147	1.00085	1.00333	3.508512
934	0	-422.328	-415.821	-6.50749	150410.6	11.41391	0.996724	0.999161	1.00084	1.00328	2.87259
935	1	-431.412	-419.533	-11.8786	498441.6	8.63916	0.9982	0.99954	1.00046	1.0018	3.417242
936	0	-436.184	-424.691	-11.4933	23980.77	7.648504	0.991804	0.997892	1.00208	1.00822	3.309889
937	1	-432.882	-418.902	-13.9794	902760.2	8.006921	0.998663	0.999658	1.00034	1.00134	3.652021
938	0	-438.955	-425.911	-13.0444	436541.9	8.187521	0.998077	0.999508	1.00049	1.00192	3.542758
939	1	-430.561	-415.466	-15.0958	494829.6	10.62521	0.998194	0.999538	1.00046	1.00181	3.686576
940	0	-433.839	-417.865	-15.9741	142138	8.092619	0.99663	0.999137	1.00086	1.00337	3.901124
941	1	-434.388	-423.36	-11.0277	71429.74	10.47098	0.995248	0.998781	1.00121	1.00476	3.309224
942	0	-434.206	-419.988	-14.2173	45277.4	9.351238	0.994033	0.998468	1.00152	1.00598	3.6714
943	1	-437.666	-423.641	-14.0258	438154.7	8.761144	0.99808	0.999509	1.00049	1.00192	3.664781
944	0	-441.855	-424.815	-17.04	14833.98	7.732887	0.989583	0.997315	1.00265	1.01046	4.035697
945	1	-445.539	-426.604	-18.9354	315954.9	6.541647	0.99774	0.999422	1.00058	1.00226	4.252837
946	0	-435.708	-421.593	-14.115	329995.5	10.0567	0.997788	0.999434	1.00056	1.00221	3.628311
947	1	-438.602	-420.696	-17.9063	691356.4	6.867724	0.998472	0.999609	1.00039	1.00153	4.125311
948	0	-427.392	-419.924	-7.46711	416057	10.91218	0.99803	0.999496	1.0005	1.00197	2.96586
949	1	-448.908	-431.087	-17.8207	692388.5	7.068657	0.998473	0.999609	1.00039	1.00153	4.124886
950	0	-435.646	-419.525	-16.1216	556525.7	7.551865	0.998297	0.999564	1.00043	1.0017	3.912108
951	1	-438.163	-425.912	-12.251	838846.1	8.624268	0.998612	0.999645	1.00035	1.00139	3.460077
952	0	-423.003	-411.204	-11.7991	292130.1	7.383159	0.997649	0.999398	1.0006	1.00235	3.319643
953	1	-432.434	-419.584	-12.8495	524492.5	8.961262	0.998245	0.999551	1.00045	1.00176	3.530375
954	0	-438.054	-424.224	-13.8301	50311.12	8.250484	0.994339	0.998547	1.00144	1.00567	3.640061
955	1	-441.764	-421.47	-20.294	626685.7	4.775592	0.998395	0.999589	1.00041	1.00161	4.009605
956	0	-432.869	-418.597	-14.2724	438280.6	7.33914	0.998081	0.999509	1.00049	1.00192	3.65086
957	1	-444.873	-424.619	-20.2547	770892.2	8.134957	0.998553	0.99963	1.00037	1.00145	4.427142
958	0	-437.335	-424.935	-12.4003	132174.7	9.756797	0.996506	0.999105	1.00089	1.0035	3.467846
959	1	-426.571	-411.734	-14.8361	459382.7	6.265114	0.998125	0.99952	1.00048	1.00188	3.567575
960	0	-431.307	-417.043	-14.2636	168556.3	7.305115	0.996906	0.999208	1.00079	1.0031	3.646606
961	1	-440.39	-424.579	-15.8113	42982.51	7.017709	0.993876	0.998427	1.00156	1.00614	3.83593
962	0	-430.729	-420.347	-10.3818	310074.5	10.54763	0.997718	0.999416	1.00058	1.00228	3.245311
963	1	-461.462	-438.32	-23.1419	313735.4	9.715956	0.997732	0.999419	1.00058	1.00227	4.574579
964	0	-424.099	-414.227	-9.87197	639781.2	8.557162	0.998411	0.999594	1.00041	1.00159	3.180633
965	1	-434.358	-417.646	-16.7118	668166.4	6.84693	0.998445	0.999602	1.0004	1.00156	3.949383
966	0	-439.573	-423.879	-15.6942	211662.1	7.068155	0.997238	0.999293	1.0007	1.00276	3.824007
967	1	-434.554	-418.415	-16.1391	731004	6.989055	0.998514	0.99962	1.00038	1.00149	3.880066
968	0	-432.26	-414.059	-18.201	341037	9.380202	0.997824	0.999443	1.00056	1.00218	4.095018
969	1	-442.292	-422.613	-19.679	192628.5	7.145744	0.997105	0.999259	1.00074	1.0029	4.388381
970	0	-430.319	-416.592	-13.7266	192323.7	14.72354	0.997103	0.999258	1.00074	1.0029	3.242901
971	1	-436.106	-418.977	-17.1288	344020.6	7.357702	0.997834	0.999446	1.00055	1.00217	4.040696
972	0	-423.625	-413.082	-10.5438	145970.9	9.586587	0.996675	0.999148	1.00085	1.00333	3.278732
973	1	-433.308	-422.986	-10.3221	176232.5	8.475449	0.996974	0.999225	1.00077	1.00303	3.22898
974	0	-427.045	-416.371	-10.6743	382709.5	8.746757	0.997946	0.999474	1.00052	1.00206	3.281758
975	1	-437.743	-421.863	-15.8806	473281.6	5.020415	0.998153	0.999527	1.00047	1.00185	3.253855
976	0	-438.243	-420.4	-17.8433	263962.8	12.21584	0.997527	0.999367	1.00063	1.00248	3.782269
