Iteration	Replicate_ID	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
1007	1	-432.846	-415.58	-17.2661	269214.9	11.54667	0.997551	0.999373	1.00062	1.00245	3.802062
1008	0	-426.891	-414.38	-12.5108	112436.6	7.165667	0.996212	0.999029	1.00097	1.00379	3.388093
1009	1	-425.642	-411.689	-13.9529	658549.9	10.96131	0.998434	0.999599	1.0004	1.00157	3.556894
1010	0	-433.919	-421.03	-12.8888	265871.2	9.678122	0.997536	0.999369	1.00063	1.00247	3.520529
1011	1	-435.565	-422.862	-12.7038	428159.1	9.423788	0.998058	0.999503	1.0005	1.00194	3.508059
1012	0	-434.181	-426.725	-7.45625	142124	10.05858	0.99663	0.999137	1.00086	1.00337	2.966212
1013	1	-444.295	-424.924	-19.3711	349810.8	6.94076	0.997852	0.99945	1.00055	1.00215	4.341136
1014	0	-445.229	-427.383	-17.8464	771247.8	9.460953	0.998553	0.99963	1.00037	1.00145	4.050773
1015	1	-432.577	-419.926	-12.6503	968111.5	10.35618	0.998708	0.99967	1.00033	1.00129	3.469678
1016	0	-436.617	-424.369	-12.2477	581928.6	9.301316	0.998334	0.999574	1.00043	1.00167	3.461433
1017	1	-431.879	-420.333	-11.5456	371115	11.75897	0.997914	0.999466	1.00053	1.00209	3.294455
1018	0	-436.149	-422.487	-13.6618	172149	11.7427	0.996938	0.999216	1.00078	1.00307	3.475627
1019	1	-436.002	-425.506	-10.4965	803012.4	9.298706	0.998582	0.999637	1.00036	1.00142	3.273139
1020	0	-436.912	-421.283	-15.6288	215266.9	8.74098	0.997262	0.999299	1.0007	1.00274	3.848382
1021	1	-433.477	-421.547	-11.9297	310114.1	9.353401	0.997718	0.999416	1.00058	1.00228	3.426745
1022	0	-452.032	-426.63	-25.4019	57483.66	4.349911	0.994703	0.998641	1.00135	1.00531	4.88753
1023	1	-451.768	-422.925	-28.8427	617892.8	4.585307	0.998383	0.999587	1.00041	1.00162	5.756037
1024	0	-430.443	-417.051	-13.3923	181386.1	9.698338	0.997017	0.999236	1.00076	1.00299	3.571789
1025	1	-434.052	-422.503	-11.5493	569996.5	8.986213	0.998317	0.999569	1.00043	1.00168	3.385537
1026	0	-429.835	-417.874	-11.9613	678295.5	8.656799	0.998457	0.999605	1.00039	1.00154	3.427202
1027	1	-432.023	-419.024	-12.9997	763851.1	13.51551	0.998546	0.999628	1.00037	1.00145	3.287815
1028	0	-429.983	-422.234	-7.74915	773947.2	13.24183	0.998556	0.999631	1.00037	1.00145	2.91241
1029	1	-432.725	-420.798	-11.927	251000.6	7.875784	0.997464	0.999351	1.00065	1.00254	3.386364
1030	0	-446.269	-432.319	-13.9502	345043.8	8.186614	0.997837	0.999446	1.00055	1.00216	3.65336
1031	1	-435.157	-423.482	-11.675	122674	11.24486	0.996373	0.999071	1.00092	1.00363	3.334538
1032	0	-438.464	-424.806	-13.6587	38292.15	7.407012	0.993512	0.998333	1.00165	1.0065	3.573732
1033	1	-430.775	-418.501	-12.2741	662540.1	8.795302	0.998439	0.999601	1.0004	1.00156	3.465202
1034	0	-432.427	-422.24	-10.1871	309603.6	11.19464	0.997716	0.999416	1.00058	1.00229	3.204285
1035	1	-426.971	-412.84	-14.13	967595.6	9.850216	0.998708	0.99967	1.00033	1.00129	3.640588
1036	0	-442.581	-422.742	-19.8382	197445.3	9.212851	0.997141	0.999268	1.00073	1.00286	4.286265
1037	1	-426.805	-414.259	-12.5455	398466.7	7.764082	0.997987	0.999485	1.00051	1.00201	3.456909
1038	0	-433.977	-419.402	-14.5753	165775.7	10.15875	0.99688	0.999201	1.0008	1.00312	3.667962
1039	1	-425.717	-413.821	-11.8962	531427	10.16545	0.998257	0.999554	1.00044	1.00174	3.404003
1040	0	-426.771	-417.053	-9.71821	910475.1	10.1497	0.998668	0.999659	1.00034	1.00133	3.189968
1041	1	-444.133	-428.302	-15.8306	693804.5	6.418798	0.998474	0.99961	1.00039	1.00153	3.756902
1042	0	-440.194	-425.12	-15.0733	689204.7	6.772216	0.998469	0.999609	1.00039	1.00153	3.699749
1043	1	-436.184	-423.138	-13.0457	673472.1	10.3656	0.998452	0.999604	1.0004	1.00155	3.507383
1044	0	-429.272	-416.52	-12.7524	494610	7.436339	0.998193	0.999538	1.00046	1.00181	3.454513
1045	1	-441.266	-422.082	-19.1837	612076.1	7.221932	0.998376	0.999585	1.00041	1.00163	4.319849
1046	0	-427.261	-416.806	-10.4544	795993.3	8.405248	0.998576	0.999636	1.00036	1.00143	3.240699
1047	1	-435.028	-421.613	-13.4153	832862.6	8.883361	0.998608	0.999644	1.00036	1.00139	3.594342
1048	0	-437.913	-418.885	-19.0277	743828.8	7.636487	0.998527	0.999623	1.00038	1.00147	4.295248
1049	1	-442.063	-427.651	-14.4117	835367	7.715255	0.99861	0.999644	1.00035	1.00139	3.694955
1050	0	-432.421	-417.759	-14.6619	599008.3	7.560447	0.998358	0.99958	1.00042	1.00164	3.719334
1051	1	-432.012	-417.775	-14.2367	435418.5	9.588606	0.998074	0.999507	1.00049	1.00193	3.66385
1052	0	-430.761	-416.222	-14.5395	859461.4	10.0425	0.998629	0.999649	1.00035	1.00137	3.671351
1053	1	-434.453	-418.507	-15.9465	269023.5	10.79144	0.99755	0.999373	1.00062	1.00245	3.753006
1054	0	-442.195	-424.309	-17.8857	351825.8	12.26127	0.997858	0.999452	1.00055	1.00214	3.780963
1055	1	-428.373	-415.816	-12.5574	838525.6	7.034683	0.998612	0.999645	1.00035	1.00139	3.374975
1056	0	-431.816	-420.907	-10.9096	318221.3	11.23432	0.997748	0.999424	1.00057	1.00225	3.266967
1057	1	-427.989	-416.472	-11.5177	951097.3	10.51112	0.998697	0.999667	1.00033	1.0013	3.354454
1058	0	-428.901	-414.384	-14.5171	136951.6	6.887374	0.996567	0.999121	1.00088	1.00344	3.634575
1059	1	-434.296	-422.62	-11.6761	904130.6	8.96694	0.998664	0.999658	1.00034	1.00134	3.399479
1060	0	-430.183	-416.195	-13.9872	97905.91	10.10361	0.995941	0.998959	1.00103	1.00407	3.613088
1061	1	-429.407	-415.283	-14.1236	227036.3	6.619167	0.997334	0.999317	1.00068	1.00267	3.532481
1062	0	-424.148	-413.011	-11.137	541861	9.421543	0.998274	0.999558	1.00044	1.00173	3.3418
1063	1	-436.258	-420.762	-15.4958	339143.8	8.291536	0.997818	0.999442	1.00056	1.00218	3.841696
1064	0	-435.029	-420.693	-14.3359	907790.7	12.89355	0.998666	0.999659	1.00034	1.00133	3.439118
1065	1	-434.583	-421.451	-13.1324	239553	9.958576	0.997404	0.999335	1.00066	1.0026	3.534875
1066	0	-431.621	-415.899	-15.7213	785403.3	6.616279	0.998566	0.999633	1.00037	1.00143	3.773405
1067	1	-444.118	-424.026	-20.0913	759415.5	9.158916	0.998542	0.999627	1.00037	1.00146	4.319161
1068	0	-436.281	-422.609	-13.6719	582514.1	8.542401	0.998335	0.999574	1.00042	1.00167	3.624637
1069	1	-436.747	-424.038	-12.7087	232010	7.078664	0.997362	0.999325	1.00067	1.00264	3.40319
1070	0	-444.996	-427.894	-17.1014	182659.4	9.747071	0.997027	0.999239	1.00076	1.00298	3.950437
1071	1	-428.405	-421.012	-7.39297	504610.7	9.386755	0.998211	0.999542	1.00046	1.00179	2.943062
1072	0	-447.709	-427.877	-19.8323	349183.3	6.704905	0.99785	0.99945	1.00055	1.00215	4.399507
1073	1	-428.561	-415.396	-13.1657	861726.4	11.62148	0.998631	0.99965	1.00035	1.00137	3.441805
1074	0	-435.359	-416.592	-18.7673	183236	8.045554	0.997032	0.99924	1.00076	1.00297	4.248365
1075	1	-424.894	-414.261	-10.6332	68558.32	9.078719	0.99515	0.998756	1.00124	1.00486	3.285327
1076	0	-440.583	-424.506	-16.0764	499637.7	7.889517	0.998202	0.99954	1.00046	1.0018	3.913353
1077	1	-424.322	-411.933	-12.3899	548936.7	8.21819	0.998285	0.999561	1.00044	1.00172	3.464159
1078	0	-432.64	-416.927	-15.713	422042.4	12.76531	0.998044	0.9995	1.0005	1.00196	3.557714
1079	1	-437.536	-419.133	-18.4037	312519.1	8.422821	0.997727	0.999418	1.00058	1.00227	4.185492
1080	0	-439.03	-421.578	-17.4524	528500.4	6.975522	0.998252	0.999553	1.00045	1.00175	4.067085
1081	1	-433.01	-419.595	-13.4157	562284.4	8.935833	0.998305	0.999567	1.00043	1.0017	3.593857
1082	0	-434.985	-419.967	-15.0181	415835.1	7.541981	0.99803	0.999496	1.0005	1.00197	3.765459
1083	1	-434.553	-419.419	-15.1348	762944.7	8.078792	0.998545	0.999628	1.00037	1.00146	3.797269
1084	0	-427.208	-416.163	-11.0453	306179.8	10.27769	0.997704	0.999412	1.00059	1.0023	3.317111
1085	1	-432.788	-422.102	-10.6862	65557.24	11.23061	0.99504	0.998728	1.00126	1.00497	3.247254
1086	0	-422.434	-411.542	-10.8919	600425.6	7.94513	0.99836	0.999581	1.00042	1.00164	3.261191
1087	1	-442.105	-426.502	-15.603	10986.76	9.665136	0.987899	0.996877	1.00307	1.01215	3.801772
1088	0	-420.832	-409.174	-11.6582	829338.7	7.861019	0.998605	0.999643	1.00036	1.0014	3.351032
1089	1	-429.824	-417.396	-12.4277	1903.814	9.448692	0.97102	0.99241	1.00729	1.02928	3.478279
1090	0	-424.091	-410.974	-13.1168	243092.2	6.802474	0.997423	0.99934	1.00066	1.00258	3.416411
1091	1	-435.631	-424.627	-11.0048	315804.3	9.607365	0.997739	0.999421	1.00058	1.00226	3.326627
1092	0	-429.054	-417.144	-11.9094	109587.6	9.119836	0.996163	0.999017	1.00098	1.00384	3.425904
1093	1	-438.354	-428.238	-10.1161	282974.2	8.153252	0.997612	0.999389	1.00061	1.00239	3.182347
1094	0	-430.242	-422.259	-7.98325	304886.9	11.45018	0.997699	0.999411	1.00059	1.0023	3.000886
1095	1	-440.035	-428.509	-11.5254	79765.05	9.156717	0.995503	0.998847	1.00115	1.0045	3.383903
1096	0	-433.851	-422.929	-10.9218	257999.8	11.6178	0.997499	0.99936	1.00064	1.0025	3.248919
1097	1	-429.417	-417.215	-12.2016	411221.6	12.85124	0.998019	0.999493	1.00051	1.00198	3.276586
1098	0	-431.187	-417.282	-13.9046	853705.6	9.108412	0.998625	0.999648	1.00035	1.00138	3.644956
1099	1	-435.28	-422.737	-12.5436	173203	8.957627	0.996947	0.999218	1.00078	1.00306	3.496245
1100	0	-439.536	-422.363	-17.1729	715356.9	6.59877	0.998498	0.999616	1.00038	1.0015	3.990687
1101	1	-437.229	-423.104	-14.1248	103057.2	8.07482	0.996043	0.998986	1.00101	1.00396	3.672144
1102	0	-434.377	-417.47	-16.9068	253488.1	5.613279	0.997476	0.999354	1.00064	1.00253	3.72811
1103	1	-428.999	-418.312	-10.6871	160639.1	7.688795	0.99683	0.999188	1.00081	1.00317	3.209198
1104	0	-426.841	-414.744	-12.0972	686444.6	8.272917	0.998466	0.999608	1.00039	1.00153	3.431014
1105	1	-422.231	-413.477	-8.75387	322843.9	10.42517	0.997764	0.999428	1.00057	1.00224	3.092659
1106	0	-428.73	-416.755	-11.9751	742078.1	10.29396	0.998525	0.999623	1.00038	1.00148	3.406951
1107	1	-435.995	-417.266	-18.729	111446.7	8.570727	0.996195	0.999025	1.00097	1.00381	4.214792
1108	0	-432.807	-419.197	-13.6099	145700.2	7.351959	0.996672	0.999147	1.00085	1.00333	3.561864
1109	1	-435.896	-423.755	-12.1414	761898	9.146945	0.998544	0.999628	1.00037	1.00146	3.45122
1110	0	-436.138	-415.371	-20.7674	76805.54	7.272145	0.995417	0.998825	1.00117	1.00459	4.537857
1111	1	-443.233	-423.058	-20.1754	778512.2	15.53059	0.99856	0.999632	1.00037	1.00144	3.592613
1112	0	-435.889	-419.852	-16.0373	673852	6.385061	0.998452	0.999604	1.0004	1.00155	3.782935
1113	1	-425.994	-419.37	-6.62407	696123.1	10.36552	0.998477	0.99961	1.00039	1.00152	2.887869
1114	0	-442.009	-423.547	-18.4621	719096.8	6.592818	0.998501	0.999617	1.00038	1.0015	4.185489
1115	1	-441.932	-428.347	-13.5851	876067.7	7.759551	0.998642	0.999653	1.00035	1.00136	3.590542
1116	0	-436.91	-420.778	-16.1325	974327.9	8.790017	0.998713	0.999671	1.00033	1.00129	3.904099
1117	1	-430.56	-417.379	-13.1815	936971.9	7.165924	0.998687	0.999664	1.00034	1.00131	3.481715
1118	0	-427.131	-417.62	-9.51064	715968.5	12.38939	0.998498	0.999616	1.00038	1.0015	3.091499
1119	1	-424.438	-417.344	-7.09411	900753.3	9.021065	0.998661	0.999658	1.00034	1.00134	2.891981
1120	0	-427.033	-416.193	-10.84	58378.22	12.45064	0.994744	0.998651	1.00134	1.00527	3.195152
1121	1	-433.14	-420.43	-12.7105	351943	9.96041	0.997858	0.999452	1.00055	1.00214	3.492441
1122	0	-437.946	-424.227	-13.7197	558669.5	9.941801	0.9983	0.999565	1.00043	1.0017	3.594649
1123	1	-432.037	-416.564	-15.4735	120814.1	9.989661	0.996345	0.999064	1.00093	1.00366	3.767904
1124	0	-440.264	-425.089	-15.175	224099.4	7.894734	0.997316	0.999313	1.00068	1.00269	3.799218
1125	1	-452.289	-429.326	-22.9635	509554.5	8.27151	0.99822	0.999545	1.00045	1.00178	4.744657
1126	0	-436.067	-421.502	-14.5649	101110.6	6.644456	0.996005	0.998976	1.00102	1.004	3.603633
1127	1	-433.631	-418.343	-15.2879	786090.3	7.906051	0.998567	0.999633	1.00037	1.00143	3.813752
1128	0	-427.416	-417.292	-10.1245	178394.7	9.117536	0.996992	0.99923	1.00077	1.00301	3.230135
1129	1	-444.078	-424.9	-19.1775	662628.2	6.525973	0.998439	0.999601	1.0004	1.00156	4.288512
1130	0	-431.857	-418.943	-12.9138	261014.7	9.733089	0.997513	0.999363	1.00063	1.00249	3.521291
1131	1	-449.314	-430.115	-19.1996	291113.2	7.127109	0.997645	0.999397	1.0006	1.00236	4.32102
1132	0	-431.434	-421.686	-9.74761	251003.3	9.044565	0.997464	0.999351	1.00065	1.00254	3.186821
1133	1	-440.526	-428.762	-11.7641	694130	9.269698	0.998475	0.99961	1.00039	1.00153	3.409626
1134	0	-427.8	-417.414	-10.3859	616559.9	9.772536	0.998382	0.999586	1.00041	1.00162	3.261252
1135	1	-430.836	-419.653	-11.1836	702699.8	9.72199	0.998484	0.999612	1.00039	1.00152	3.343695
1136	0	-432.496	-415.758	-16.7381	377304.4	7.544661	0.997931	0.999471	1.00053	1.00207	3.993574
1137	1	-425.222	-413.053	-12.1687	266689.5	9.918025	0.99754	0.99937	1.00063	1.00246	3.439403
1138	0	-436.652	-418.478	-18.1746	317897.8	8.050056	0.997746	0.999423	1.00057	1.00226	4.174545
1139	1	-435.218	-419.46	-15.758	663497.9	6.289399	0.99844	0.999601	1.0004	1.00156	3.71991
1140	0	-431.227	-418.154	-13.073	134747.5	8.354071	0.996539	0.999113	1.00088	1.00346	3.551111
1141	1	-439.88	-423.698	-16.1812	232453.2	6.774655	0.997365	0.999325	1.00067	1.00264	3.863638
1142	0	-432.396	-415.651	-16.7455	667556.1	10.1939	0.998445	0.999602	1.0004	1.00156	3.878698
1143	1	-433.184	-421.872	-11.3121	95118.35	9.859567	0.995882	0.998944	1.00105	1.00412	3.354312
1144	0	-429.7	-415.886	-13.8139	677535.4	9.902355	0.998456	0.999605	1.00039	1.00154	3.606034
1145	1	-424.473	-416.242	-8.23139	116865.6	9.534738	0.996284	0.999048	1.00095	1.00372	3.036352
1146	0	-422.372	-413.048	-9.32402	341282.8	10.2597	0.997825	0.999443	1.00055	1.00218	3.149873
1147	1	-426.808	-417.739	-9.06913	711435.3	8.418983	0.998493	0.999615	1.00038	1.00151	3.076948
1148	0	-429.395	-415.404	-13.9915	971253.7	10.47396	0.998711	0.99967	1.00033	1.00129	3.59209
1149	1	-437.157	-423.169	-13.9884	413689.9	8.362877	0.998024	0.999495	1.0005	1.00198	3.660778
1150	0	-423.731	-412.482	-11.2487	770153.2	7.962918	0.998552	0.99963	1.00037	1.00145	3.307545
1151	1	-437.574	-418.429	-19.1451	741091.9	6.922505	0.998524	0.999622	1.00038	1.00148	4.307916
1152	0	-429.768	-414.023	-15.7444	614368.4	6.784353	0.998379	0.999585	1.00041	1.00162	3.800396
1153	1	-424.539	-415.544	-8.99555	361764.5	13.67907	0.997887	0.999459	1.00054	1.00211	2.982413
1154	0	-438.844	-430.151	-8.69225	72904.31	10.57873	0.995296	0.998794	1.0012	1.00471	3.084651
1155	1	-435	-416.407	-18.5929	509403.1	7.114378	0.99822	0.999545	1.00045	1.00178	4.235536
1156	0	-429.244	-412.151	-17.0934	187873.8	11.9669	0.997069	0.999249	1.00075	1.00293	3.745672
1157	1	-432.649	-416.47	-16.1789	612123.8	6.387519	0.998376	0.999585	1.00041	1.00163	3.805566
1158	0	-441.821	-426.351	-15.4705	391757.5	6.491949	0.99797	0.999481	1.00052	1.00203	3.714438
1159	1	-451.465	-427.255	-24.2104	32112.84	7.150971	0.992916	0.998179	1.0018	1.0071	5.022069
1160	0	-431.235	-418.785	-12.4502	766671.4	10.55257	0.998549	0.999629	1.00037	1.00145	3.441166
1161	1	-435.601	-421.11	-14.4901	616350.2	9.240928	0.998381	0.999586	1.00041	1.00162	3.704761
1162	0	-437.942	-423.285	-14.6576	251299	11.16879	0.997466	0.999351	1.00065	1.00254	3.6056
1163	1	-433.265	-427.439	-5.82592	933474	11.11453	0.998685	0.999664	1.00034	1.00132	2.815114
1164	0	-439.269	-417.855	-21.414	584339.1	4.959027	0.998338	0.999575	1.00042	1.00166	4.330565
1165	1	-431.793	-416.03	-15.7634	436469.2	7.753416	0.998077	0.999508	1.00049	1.00192	3.871125
1166	0	-426.252	-420.024	-6.22803	608633.9	10.01235	0.998371	0.999583	1.00042	1.00163	2.842978
1167	1	-442.394	-421.693	-20.7016	56099.56	10.68692	0.994638	0.998624	1.00137	1.00537	4.20656
1168	0	-428.063	-418.355	-9.70836	144579.3	9.98871	0.996659	0.999144	1.00085	1.00334	3.190797
1169	1	-430.062	-415.097	-14.9647	474534.6	9.749525	0.998155	0.999528	1.00047	1.00185	3.731081
1170	0	-432.812	-416.039	-16.7726	213015.1	5.847488	0.997247	0.999295	1.0007	1.00276	3.778513
1171	1	-439.373	-418.811	-20.5614	74633.33	7.307967	0.995351	0.998808	1.00118	1.00466	4.508641
1172	0	-432.806	-422.32	-10.4863	231801.6	11.43061	0.997361	0.999324	1.00067	1.00264	3.220406
1173	1	-438.819	-417.087	-21.7316	169901.7	6.429466	0.996918	0.999211	1.00079	1.00309	4.676658
1174	0	-425.468	-415.081	-10.3872	224177.3	9.45795	0.997317	0.999313	1.00068	1.00269	3.262355
1175	1	-455.688	-430.794	-24.8938	161390.3	7.479475	0.996838	0.99919	1.00081	1.00317	5.082256
1176	0	-439.568	-420.161	-19.4063	515966.5	5.694904	0.998231	0.999547	1.00045	1.00177	4.194368
1177	1	-443.083	-424.658	-18.4253	372612.9	7.660082	0.997918	0.999467	1.00053	1.00208	4.216053
1178	0	-425.453	-414.506	-10.9473	560685.8	9.596683	0.998303	0.999566	1.00043	1.0017	3.320734
1179	1	-436.107	-416.748	-19.3589	427844.3	8.973744	0.998057	0.999503	1.0005	1.00194	4.255684
1180	0	-443.663	-428.308	-15.3547	307477.6	9.374288	0.997709	0.999414	1.00058	1.00229	3.791881
1181	1	-423.954	-415.535	-8.41886	713695.9	11.20283	0.998496	0.999615	1.00038	1.00151	3.046113
1182	0	-432.694	-426.829	-5.86466	169862.1	9.285909	0.996918	0.999211	1.00079	1.00309	2.774226
1183	1	-433.576	-420.121	-13.4557	433454.2	14.96362	0.99807	0.999506	1.00049	1.00193	3.205225
1184	0	-432.913	-415.624	-17.2888	148911.1	11.12334	0.996708	0.999157	1.00084	1.0033	3.845602
1185	1	-432.338	-423.806	-8.53134	485053	11.90369	0.998175	0.999533	1.00047	1.00183	3.032664
1186	0	-431.397	-419.076	-12.3211	572914.6	11.20417	0.998321	0.999571	1.00043	1.00168	3.394364
1187	1	-433.522	-419.748	-13.7737	936757.1	9.416011	0.998687	0.999664	1.00034	1.00131	3.621848
1188	0	-438.594	-429.598	-8.9962	144202.6	10.45315	0.996655	0.999143	1.00085	1.00335	3.115489
1189	1	-426.916	-415.326	-11.5905	927432.1	10.15533	0.99868	0.999663	1.00034	1.00132	3.374255
1190	0	-429.491	-419.138	-10.3524	900032.3	11.62183	0.99866	0.999657	1.00034	1.00134	3.199714
1191	1	-426.914	-415.923	-10.9917	965936.1	9.197806	0.998707	0.999669	1.00033	1.00129	3.325937
1192	0	-446.407	-427.274	-19.1328	745085.9	9.974378	0.998528	0.999623	1.00038	1.00147	4.135784
1193	1	-430.211	-418.32	-11.8906	563504.8	7.394334	0.998307	0.999567	1.00043	1.00169	3.333445
1194	0	-439.543	-423.42	-16.1233	385633.8	6.448403	0.997954	0.999476	1.00052	1.00205	3.807667
1195	1	-447.798	-431.515	-16.2838	722593	8.942852	0.998505	0.999618	1.00038	1.0015	3.914497
1196	0	-432.97	-416.401	-16.5696	951360.4	9.26126	0.998697	0.999667	1.00033	1.0013	3.928557
1197	1	-435.029	-424.567	-10.4627	978566.2	9.519209	0.998715	0.999672	1.00033	1.00129	3.27038
1198	0	-421.841	-409.295	-12.5454	394082.1	13.55019	0.997976	0.999482	1.00052	1.00203	3.251606
1199	1	-426.893	-413.077	-13.816	111462.6	9.670961	0.996195	0.999025	1.00097	1.00381	3.616628
1200	0	-432.095	-415.327	-16.7673	556836.3	6.308407	0.998297	0.999564	1.00043	1.0017	3.883881
1201	1	-429.394	-413.224	-16.1705	582459.8	9.734392	0.998335	0.999574	1.00042	1.00167	3.855798
1202	0	-441.675	-422.476	-19.1988	369340.4	9.423144	0.997909	0.999465	1.00053	1.00209	4.197334
1203	1	-435.138	-415.75	-19.3881	45539.06	10.31507	0.99405	0.998472	1.00152	1.00596	4.124782
1204	0	-427.76	-415.173	-12.5876	740755.7	9.06718	0.998524	0.999622	1.00038	1.00148	3.50068
1205	1	-438.707	-421.992	-16.7151	41945.79	8.6503	0.9938	0.998408	1.00158	1.00621	3.976622
1206	0	-436.827	-420.438	-16.3889	229050.7	7.316468	0.997345	0.99932	1.00068	1.00266	3.938124
1207	1	-444.059	-425.758	-18.3017	744956.7	8.552803	0.998528	0.999623	1.00038	1.00147	4.166002
1208	0	-436.716	-422.348	-14.3679	148725.7	7.638592	0.996706	0.999156	1.00084	1.0033	3.685173
1209	1	-437.486	-422.642	-14.8432	749283.2	8.319503	0.998532	0.999625	1.00037	1.00147	3.763023
1210	0	-434.313	-421.178	-13.1356	259451.7	8.813023	0.997506	0.999362	1.00064	1.0025	3.563124
1211	1	-451.464	-430.94	-20.5243	506920.9	6.872164	0.998215	0.999543	1.00046	1.00179	4.506585
1212	0	-430.544	-417.789	-12.7554	34687.41	10.49746	0.993183	0.998249	1.00173	1.00683	3.472899
1213	1	-447.518	-427.372	-20.1458	107477.6	5.538711	0.996125	0.999007	1.00099	1.00388	4.286103
1214	0	-446.303	-432.013	-14.2901	727140.2	7.738654	0.99851	0.999619	1.00038	1.00149	3.680377
1215	1	-439.762	-421.613	-18.1494	762237.7	7.700325	0.998544	0.999628	1.00037	1.00146	4.179608
1216	0	-447.346	-428.722	-18.6235	702256.7	4.856228	0.998484	0.999612	1.00039	1.00152	3.709513
1217	1	-450.453	-426.575	-23.8779	578305.1	5.199189	0.998329	0.999573	1.00043	1.00167	4.89537
1218	0	-436.006	-418.84	-17.166	816327.2	14.92035	0.998593	0.99964	1.00036	1.00141	3.457368
1219	1	-443.881	-424.302	-19.5795	604533.5	6.913072	0.998366	0.999582	1.00042	1.00164	4.370394
1220	0	-423.969	-414.405	-9.56427	272358.4	8.87868	0.997565	0.999377	1.00062	1.00244	3.160647
1221	1	-423.446	-413.305	-10.1415	675775.5	9.389757	0.998454	0.999605	1.00039	1.00155	3.235899
1222	0	-430.008	-418.478	-11.5298	11258.35	7.812258	0.988046	0.996915	1.00303	1.012	3.330477
1223	1	-427.385	-417.857	-9.52872	801849.1	10.70641	0.998581	0.999637	1.00036	1.00142	3.160587
1224	0	-432.173	-419.64	-12.5328	125918.3	11.65695	0.99642	0.999083	1.00091	1.00358	3.385057
1225	1	-438.395	-421.545	-16.8505	557559.3	10.57808	0.998298	0.999565	1.00043	1.0017	3.855904
1226	0	-426.433	-413.263	-13.1703	667137.1	8.004162	0.998444	0.999602	1.0004	1.00156	3.550843
1227	1	-427.769	-414.044	-13.7244	119143.3	10.48024	0.99632	0.999057	1.00094	1.00368	3.566227
1228	0	-431.917	-419.585	-12.332	93620.63	9.772852	0.995849	0.998936	1.00106	1.00416	3.460377
1229	1	-425.497	-414.824	-10.6727	642074.8	12.38895	0.998414	0.999594	1.0004	1.00159	3.185322
1230	0	-434.74	-423.952	-10.7885	52476.28	11.4814	0.994457	0.998577	1.00141	1.00555	3.24434
1231	1	-432.34	-417.456	-14.8838	88443.62	9.615577	0.995729	0.998905	1.00109	1.00428	3.729956
1232	0	-439.7	-424.62	-15.0807	202052.7	11.57801	0.997174	0.999276	1.00072	1.00283	3.610201
1233	1	-436.208	-420.185	-16.023	534379	5.891816	0.998262	0.999555	1.00044	1.00174	3.663644
1234	0	-433.725	-419.819	-13.9061	5956.593	8.744425	0.983579	0.995746	1.00416	1.01652	3.651266
1235	1	-423.569	-412.823	-10.7455	110907.6	8.996907	0.996186	0.999023	1.00097	1.00382	3.296293
1236	0	-432.735	-421.121	-11.6142	404806.4	10.07573	0.998003	0.999489	1.00051	1.002	3.379073
1237	1	-422.118	-411.492	-10.6255	111384.5	8.603242	0.996194	0.999025	1.00097	1.00381	3.270715
1238	0	-434.997	-419.479	-15.5182	554074.1	7.178942	0.998293	0.999563	1.00044	1.00171	3.808886
1239	1	-418.253	-410.193	-8.05935	19875.7	11.55102	0.990998	0.997683	1.00229	1.00903	3.004581
1240	0	-431.839	-417.022	-14.8161	756765	8.397227	0.998539	0.999626	1.00037	1.00146	3.759662
1241	1	-420.195	-409.295	-10.9004	269038.4	9.515446	0.99755	0.999373	1.00062	1.00245	3.316378
1242	0	-430.106	-417.493	-12.6125	847038.5	9.296942	0.998619	0.999647	1.00035	1.00138	3.50072
1243	1	-432.695	-421.278	-11.4171	430529.4	7.99186	0.998063	0.999505	1.00049	1.00194	3.330883
1244	0	-439.815	-427.92	-11.8954	912388.7	8.368684	0.99867	0.99966	1.00034	1.00133	3.410738
1245	1	-440.652	-427.792	-12.8591	943305.2	11.4779	0.998692	0.999665	1.00033	1.00131	3.424909
1246	0	-443.495	-424.596	-18.899	516008.1	11.52684	0.998231	0.999547	1.00045	1.00177	3.945689
1247	1	-425.467	-425.155	-0.312262	404096.8	12.37369	0.998001	0.999489	1.00051	1.002	2.348912
1248	0	-435.517	-418.307	-17.2103	704095.8	8.172231	0.998486	0.999613	1.00039	1.00152	4.051971
1249	1	-444.106	-430.407	-13.6988	650254.3	10.97195	0.998424	0.999597	1.0004	1.00158	3.533007
1250	0	-439.733	-427.8	-11.9337	261423.8	10.53723	0.997515	0.999364	1.00063	1.00249	3.392892
1251	1	-427.71	-415.312	-12.3976	747462	10.78783	0.99853	0.999624	1.00038	1.00147	3.424331
1252	0	-422.333	-411.106	-11.2278	665362	12.62527	0.998442	0.999602	1.0004	1.00156	3.215307
1253	1	-429.217	-418.795	-10.422	689799.7	11.90617	0.99847	0.999609	1.00039	1.00153	3.191362
1254	0	-434.434	-416.89	-17.5445	330116.5	5.835294	0.997789	0.999434	1.00056	1.00221	3.907303
1255	1	-437.225	-421.807	-15.4188	503110.2	7.874747	0.998209	0.999542	1.00046	1.00179	3.8297
