Iteration	Posterior	Likelihood	Prior	alpha_morpho	br_len_lambda	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	tree_length
7700	-452.747	-431.148	-21.5992	171938.9	6.742865	0.996936	0.999215	1.00078	1.00307	4.663293
7710	-445.668	-425.073	-20.5942	85006.38	6.419699	0.995644	0.998883	1.00111	1.00436	4.499084
7720	-433.845	-420.553	-13.2918	163453	10.72785	0.996858	0.999195	1.0008	1.00315	3.5108
7730	-428.801	-414.947	-13.8541	40746.46	8.088829	0.99371	0.998385	1.0016	1.0063	3.639043
7740	-431.993	-418.27	-13.7227	572548.7	9.690613	0.998321	0.99957	1.00043	1.00168	3.606176
7750	-430.698	-421.662	-9.03612	230253.1	10.14738	0.997352	0.999322	1.00068	1.00265	3.122781
7760	-439.919	-425.089	-14.8296	604889.7	6.780864	0.998366	0.999582	1.00042	1.00163	3.665048
7770	-424.131	-414.284	-9.84686	825545.7	10.34558	0.998601	0.999642	1.00036	1.0014	3.199193
7780	-429.044	-415.236	-13.8082	47772.94	8.594031	0.99419	0.998509	1.00148	1.00582	3.640655
7790	-443.243	-425.537	-17.706	338501.8	11.99856	0.997816	0.999441	1.00056	1.00219	3.79358
7800	-435.779	-420.986	-14.7939	536730.9	7.557352	0.998266	0.999556	1.00044	1.00174	3.736614
7810	-434.911	-422.743	-12.1683	607294.3	8.139104	0.998369	0.999583	1.00042	1.00163	3.433326
7820	-429.942	-423.646	-6.29533	540872.6	10.12992	0.998272	0.999558	1.00044	1.00173	2.852334
7830	-438.404	-425.002	-13.4013	127438.5	8.483251	0.996442	0.999088	1.00091	1.00356	3.592381
7840	-436.68	-416.041	-20.6391	336822.4	5.033544	0.997811	0.99944	1.00056	1.00219	4.207331
7850	-452.89	-425.087	-27.803	287905.4	5.742463	0.997632	0.999394	1.0006	1.00237	5.66797
7860	-438.053	-420.148	-17.9049	818166.1	7.097283	0.998595	0.999641	1.00036	1.00141	4.138098
7870	-427.186	-411.925	-15.2601	663160.7	8.174672	0.99844	0.999601	1.0004	1.00156	3.813342
7880	-438.334	-426.235	-12.0987	107496.4	8.953755	0.996126	0.999007	1.00099	1.00388	3.446563
7890	-435.701	-416.233	-19.4686	587468.6	10.09142	0.998342	0.999576	1.00042	1.00166	4.156925
7900	-430.443	-414.212	-16.2313	438475.7	9.649695	0.998081	0.999509	1.00049	1.00192	3.867816
7910	-430.03	-417.868	-12.1626	42183.29	9.613538	0.993818	0.998412	1.00157	1.0062	3.447005
7920	-431.917	-416.184	-15.7337	512159.5	10.29489	0.998224	0.999546	1.00045	1.00178	3.772003
7930	-442.612	-425.938	-16.6738	253797	9.068936	0.997478	0.999354	1.00064	1.00252	3.951234
7940	-443.234	-423.327	-19.9066	764024.2	8.13594	0.998546	0.999628	1.00037	1.00145	4.384294
7950	-440.831	-423.037	-17.7938	862385.4	8.756923	0.998632	0.99965	1.00035	1.00137	4.095107
7960	-435.203	-419.174	-16.0291	600416.2	6.959721	0.99836	0.999581	1.00042	1.00164	3.861518
7970	-433.37	-417.968	-15.4014	156153.9	7.606821	0.996785	0.999177	1.00082	1.00322	3.819179
7980	-435.679	-420.938	-14.741	629762.8	9.938163	0.998399	0.99959	1.00041	1.0016	3.697597
7990	-435.645	-420.553	-15.0928	943989.1	9.612473	0.998692	0.999666	1.00033	1.00131	3.751861
8000	-432.68	-418.237	-14.4433	887252	10.1806	0.998651	0.999655	1.00034	1.00135	3.653655
8010	-437.013	-419.323	-17.6903	202199.4	7.680955	0.997175	0.999277	1.00072	1.00283	4.120061
8020	-422.407	-414.57	-7.83752	280381.8	10.96086	0.9976	0.999386	1.00061	1.0024	2.998994
8030	-438.539	-423.032	-15.5071	322720.2	10.47903	0.997763	0.999428	1.00057	1.00224	3.73641
8040	-432.593	-417.318	-15.2752	910570.5	11.20315	0.998668	0.999659	1.00034	1.00133	3.658105
8050	-422.133	-411.296	-10.8366	88477.35	12.31829	0.99573	0.998905	1.00109	1.00428	3.202724
8060	-423.108	-412.796	-10.3128	135972.8	10.50824	0.996555	0.999117	1.00088	1.00345	3.239903
8070	-431.854	-416.645	-15.2089	680136.7	8.603459	0.998459	0.999606	1.00039	1.00154	3.803458
8080	-426.208	-420.051	-6.15759	65993.03	9.044933	0.995056	0.998732	1.00126	1.00495	2.789921
8090	-431.424	-420.091	-11.3331	220217.8	11.6192	0.997293	0.999307	1.00069	1.00271	3.284243
8100	-436.297	-421.043	-15.2547	694619.2	8.201918	0.998475	0.99961	1.00039	1.00153	3.812739
8110	-447.174	-430.791	-16.3825	936801.3	7.305909	0.998687	0.999664	1.00034	1.00131	3.9367
8120	-444.32	-426.79	-17.5295	373694	8.387382	0.997921	0.999468	1.00053	1.00208	4.083196
8130	-440.114	-423.892	-16.222	357435.5	8.202723	0.997875	0.999456	1.00054	1.00213	3.930667
8140	-435.65	-420.767	-14.8832	379325.7	8.183533	0.997937	0.999472	1.00053	1.00206	3.767302
8150	-440.425	-423.075	-17.3494	441072.2	7.631648	0.998087	0.99951	1.00049	1.00191	4.075444
8160	-439.594	-421.379	-18.2157	606611.7	8.450829	0.998368	0.999583	1.00042	1.00163	4.16167
8170	-448.39	-426.732	-21.6575	806414.4	5.922601	0.998585	0.999638	1.00036	1.00142	4.623957
8180	-442.566	-425.201	-17.3647	652430.4	9.848393	0.998427	0.999598	1.0004	1.00157	3.969124
8190	-441.453	-421.73	-19.7232	754440.9	5.787158	0.998537	0.999626	1.00037	1.00146	4.270706
8200	-434.225	-419.093	-15.1314	481230.9	9.229018	0.998168	0.999531	1.00047	1.00183	3.774673
8210	-439.162	-423.053	-16.1089	589391.3	9.255069	0.998345	0.999577	1.00042	1.00166	3.879159
8220	-432.203	-413.439	-18.7638	808796	8.367362	0.998587	0.999639	1.00036	1.00141	4.231539
8230	-433.416	-415.469	-17.9463	294674.4	6.566976	0.997659	0.999401	1.0006	1.00234	4.104473
8240	-441.106	-423.059	-18.047	647503.2	9.445966	0.998421	0.999596	1.0004	1.00158	4.073225
8250	-434.691	-415.817	-18.8745	661030.2	7.614393	0.998437	0.9996	1.0004	1.00156	4.275622
8260	-430.796	-416.5	-14.2964	130621.5	7.496525	0.996485	0.9991	1.0009	1.00352	3.666618
8270	-437.3	-424.842	-12.4577	246681.1	11.13525	0.997442	0.999345	1.00065	1.00256	3.41059
8280	-426.376	-418.15	-8.22587	17558.34	13.8885	0.990424	0.997534	1.00243	1.00961	2.915109
8290	-440.252	-424.606	-15.646	791724.2	8.754	0.998572	0.999635	1.00036	1.00143	3.849937
8300	-438.979	-429.598	-9.38078	449159.3	10.95321	0.998104	0.999515	1.00048	1.0019	3.140021
8310	-435.009	-424.237	-10.7726	947892	7.610382	0.998695	0.999666	1.00033	1.00131	3.211108
8320	-433.349	-422.106	-11.2433	857858.7	7.482678	0.998628	0.999649	1.00035	1.00137	3.257592
8330	-431.525	-422.555	-8.96999	676593.1	7.889465	0.998455	0.999605	1.00039	1.00155	3.012603
8340	-424.929	-419.562	-5.36712	196469.1	9.968112	0.997134	0.999266	1.00073	1.00287	2.755457
8350	-431.955	-414.903	-17.0515	648322.8	9.658245	0.998422	0.999596	1.0004	1.00158	3.952165
8360	-433.797	-419.508	-14.2888	131278.6	10.32036	0.996494	0.999102	1.00089	1.00351	3.6301
8370	-435.623	-421.297	-14.3263	635908.5	10.21374	0.998406	0.999592	1.00041	1.00159	3.640198
8380	-429.351	-419.14	-10.2107	352622.4	8.735825	0.99786	0.999452	1.00055	1.00214	3.228324
8390	-432.577	-422.448	-10.1296	606740.7	9.988128	0.998369	0.999583	1.00042	1.00163	3.232976
8400	-444.601	-430.964	-13.6368	433660.7	8.059083	0.99807	0.999506	1.00049	1.00193	3.611167
8410	-436.415	-420.991	-15.4237	779529.6	6.940231	0.998561	0.999632	1.00037	1.00144	3.772347
8420	-431.484	-416.735	-14.749	743925.1	8.289493	0.998527	0.999623	1.00038	1.00147	3.751625
8430	-432.593	-421.255	-11.3378	203315	9.567887	0.997182	0.999279	1.00072	1.00282	3.361782
8440	-437.401	-420.974	-16.4271	985778	9.362451	0.99872	0.999673	1.00033	1.00128	3.907011
8450	-431.459	-416.337	-15.1225	805647.3	9.223423	0.998584	0.999638	1.00036	1.00142	3.773955
8460	-432.543	-415.241	-17.3014	257964.5	6.625507	0.997498	0.99936	1.00064	1.0025	4.013302
8470	-428.761	-413.319	-15.4424	437348.7	8.221487	0.998079	0.999508	1.00049	1.00192	3.835584
8480	-432.489	-417.347	-15.1414	77410.79	9.711976	0.995435	0.998829	1.00116	1.00457	3.751361
8490	-447.65	-429.605	-18.0452	433923.8	7.628912	0.998071	0.999506	1.00049	1.00193	4.166636
8500	-442.147	-428.798	-13.3491	562976.4	7.616458	0.998306	0.999567	1.00043	1.00169	3.550125
8510	-439.558	-423.016	-16.542	416072.9	6.268699	0.99803	0.999496	1.0005	1.00197	3.840568
8520	-428.306	-418.476	-9.83001	518020.1	12.77752	0.998234	0.999548	1.00045	1.00177	3.096179
8530	-436.399	-417.857	-18.5418	327564.3	8.60488	0.99778	0.999432	1.00057	1.00222	4.190766
8540	-435.224	-416.37	-18.8538	964072.5	5.973056	0.998706	0.999669	1.00033	1.00129	4.160694
8550	-436.648	-421.936	-14.7123	428528.4	7.280028	0.998059	0.999503	1.0005	1.00194	3.705898
8560	-441.368	-426.8	-14.5688	326920.8	7.898567	0.997778	0.999431	1.00057	1.00222	3.722554
8570	-435.16	-421.102	-14.0574	988285.8	6.266996	0.998722	0.999673	1.00033	1.00128	3.44377
8580	-442.719	-432.284	-10.435	563716.4	9.894659	0.998308	0.999567	1.00043	1.00169	3.264917
8590	-435.792	-420.601	-15.1916	464111	10.39097	0.998135	0.999523	1.00048	1.00187	3.712608
8600	-429.742	-418.531	-11.2118	845461.8	8.743431	0.998618	0.999647	1.00035	1.00138	3.34313
8610	-438.629	-422.731	-15.898	346617.6	6.788609	0.997842	0.999448	1.00055	1.00216	3.823563
8620	-439.488	-426.621	-12.8674	599691.8	10.02024	0.998359	0.99958	1.00042	1.00164	3.505775
8630	-425.208	-417.122	-8.08627	184341.9	11.10825	0.997041	0.999242	1.00075	1.00296	3.018624
8640	-434.166	-422.745	-11.4204	37163.82	8.110835	0.993414	0.998308	1.00168	1.0066	3.339621
8650	-426.388	-415.443	-10.9446	250199.9	9.991146	0.99746	0.99935	1.00065	1.00254	3.314512
8660	-446.477	-423.083	-23.3941	564637.1	5.112915	0.998309	0.999567	1.00043	1.00169	4.778731
8670	-437.788	-418.16	-19.6275	375827.4	8.291467	0.997927	0.99947	1.00053	1.00207	4.340007
8680	-435.179	-418.833	-16.3466	811903.5	9.314773	0.99859	0.999639	1.00036	1.00141	3.901307
8690	-440.699	-421.094	-19.6057	568397.5	6.230585	0.998315	0.999569	1.00043	1.00169	4.324698
8700	-440.6	-425.952	-14.6472	681950.2	8.154228	0.998461	0.999606	1.00039	1.00154	3.73811
8710	-438.564	-417.4	-21.1638	976133.5	6.239046	0.998714	0.999671	1.00033	1.00129	4.575471
8720	-429.167	-423.012	-6.15481	712025.4	9.743721	0.998494	0.999615	1.00038	1.00151	2.827249
8730	-431.054	-417.871	-13.1838	958773.2	8.100248	0.998702	0.999668	1.00033	1.0013	3.55663
8740	-431.76	-425.389	-6.37096	243825.6	9.716316	0.997427	0.999341	1.00066	1.00258	2.848467
8750	-426.61	-421.407	-5.20282	554697.4	12.52295	0.998294	0.999564	1.00044	1.00171	2.740657
8760	-436.618	-423.753	-12.8651	109143	9.047496	0.996155	0.999015	1.00098	1.00385	3.531471
8770	-428.699	-417.569	-11.1304	804573.4	8.782551	0.998583	0.999638	1.00036	1.00142	3.334848
8780	-425.736	-419.996	-5.73995	672378.1	9.570825	0.99845	0.999604	1.0004	1.00155	2.776858
8790	-431.175	-419.228	-11.9475	973809.6	8.183571	0.998712	0.999671	1.00033	1.00129	3.408573
8800	-431.441	-417.693	-13.7483	781837.4	7.790871	0.998563	0.999632	1.00037	1.00144	3.613318
8810	-435.725	-423.095	-12.63	970917.7	8.91312	0.99871	0.99967	1.00033	1.00129	3.505947
8820	-434.879	-418.371	-16.508	586027.7	10.48481	0.99834	0.999575	1.00042	1.00166	3.831443
8830	-423.535	-412.603	-10.9323	994095	8.07339	0.998725	0.999674	1.00033	1.00128	3.276665
8840	-424.296	-416.117	-8.1793	486261.5	10.95291	0.998178	0.999534	1.00046	1.00182	3.030335
8850	-421.329	-411.173	-10.1567	923591.3	11.00143	0.998678	0.999662	1.00034	1.00132	3.209084
8860	-425.352	-415.895	-9.45639	929284.8	10.75521	0.998682	0.999663	1.00034	1.00132	3.152567
8870	-436.107	-422.168	-13.939	933270	8.065196	0.998685	0.999664	1.00034	1.00132	3.648852
8880	-432.368	-418.689	-13.6789	929484.3	9.287162	0.998682	0.999663	1.00034	1.00132	3.615702
8890	-429.315	-415.486	-13.8285	39979.71	12.16336	0.99365	0.998369	1.00162	1.00636	3.457704
8900	-436.77	-419.632	-17.1381	287018.3	9.277187	0.997628	0.999393	1.00061	1.00237	3.988862
8910	-431.83	-418.892	-12.9376	597435.3	8.284143	0.998356	0.999579	1.00042	1.00164	3.532943
8920	-438.643	-424.948	-13.6956	399305.4	9.427148	0.997989	0.999486	1.00051	1.00201	3.613184
8930	-428.617	-416.496	-12.1209	659660.5	8.897578	0.998435	0.9996	1.0004	1.00157	3.44873
8940	-445.244	-428.733	-16.5108	603944.2	8.743895	0.998365	0.999582	1.00042	1.00164	3.949159
8950	-426.228	-413.768	-12.4591	523027.6	8.663152	0.998243	0.999551	1.00045	1.00176	3.484803
8960	-431.001	-420.082	-10.9189	777365.3	10.4047	0.998559	0.999631	1.00037	1.00144	3.300988
8970	-435.542	-416.999	-18.5428	369636.3	8.471708	0.99791	0.999465	1.00053	1.00209	4.19914
8980	-433.769	-416.652	-17.1163	634521.6	8.032111	0.998405	0.999592	1.00041	1.0016	4.043386
8990	-427.307	-410.474	-16.8326	92780.36	7.028827	0.99583	0.998931	1.00106	1.00418	3.982284
9000	-430.74	-413.083	-17.6567	820345.9	7.956272	0.998597	0.999641	1.00036	1.0014	4.112412
9010	-439.525	-418.874	-20.651	205235.1	10.43359	0.997196	0.999282	1.00072	1.00281	4.232828
9020	-426.754	-413.87	-12.8846	95902.51	11.62926	0.995898	0.998949	1.00105	1.00411	3.4171
9030	-435.946	-414.398	-21.5475	880284.9	7.454552	0.998646	0.999654	1.00035	1.00136	4.636247
9040	-445.49	-427.199	-18.2905	990940.7	7.02093	0.998723	0.999674	1.00033	1.00128	4.189356
9050	-445.103	-427.137	-17.9667	22626.94	9.081646	0.991562	0.997829	1.00215	1.00846	4.092877
9060	-447.507	-424.527	-22.9801	10055.47	7.630979	0.987353	0.996734	1.00321	1.0127	4.813312
9070	-433.327	-416.265	-17.0614	310428.3	5.868417	0.99772	0.999416	1.00058	1.00228	3.833627
9080	-440.262	-422.503	-17.7597	323349.8	8.00923	0.997766	0.999428	1.00057	1.00224	4.124084
9090	-437.859	-420.09	-17.7693	337670.4	7.936803	0.997813	0.99944	1.00056	1.00219	4.126983
9100	-434.265	-417.974	-16.2905	530281	10.42975	0.998255	0.999554	1.00045	1.00175	3.815214
9110	-433.518	-418.675	-14.8425	299396.5	10.25088	0.997678	0.999406	1.00059	1.00232	3.688325
9120	-425.788	-412.013	-13.7746	653168.5	9.653603	0.998428	0.999598	1.0004	1.00157	3.613066
9130	-423.293	-415.32	-7.97295	965852.6	11.66586	0.998707	0.999669	1.00033	1.00129	2.993613
9140	-437.542	-423.698	-13.8447	657544.3	7.447115	0.998433	0.999599	1.0004	1.00157	3.602311
9150	-447.244	-423.92	-23.3238	969919.4	4.107273	0.99871	0.99967	1.00033	1.00129	4.220983
9160	-440.883	-424.662	-16.2211	563076.2	8.811199	0.998307	0.999567	1.00043	1.00169	3.913311
9170	-432.399	-417.542	-14.8576	180318.9	10.10466	0.997008	0.999234	1.00076	1.00299	3.699167
9180	-433.41	-417.619	-15.7908	578859.8	6.588593	0.99833	0.999573	1.00043	1.00167	3.779649
9190	-433.434	-419.503	-13.9311	262908.1	7.330637	0.997522	0.999366	1.00063	1.00248	3.603558
9200	-437.671	-425.55	-12.1209	900002.8	9.110293	0.99866	0.999657	1.00034	1.00134	3.449122
9210	-432.063	-419.266	-12.7968	887436.1	8.600169	0.998651	0.999655	1.00034	1.00135	3.523051
9220	-427.08	-413.172	-13.9079	177006.1	8.586589	0.99698	0.999227	1.00077	1.00302	3.652271
9230	-430.086	-418.838	-11.2474	619428.8	8.859287	0.998385	0.999587	1.00041	1.00162	3.349838
9240	-437.766	-420.712	-17.0537	97611.35	8.909516	0.995934	0.998958	1.00104	1.00407	4.002471
9250	-440.391	-421.449	-18.9419	321080.3	8.853842	0.997758	0.999426	1.00057	1.00224	4.218796
9260	-431.012	-415.098	-15.914	771570.2	9.525494	0.998553	0.99963	1.00037	1.00145	3.842663
9270	-439.304	-422.862	-16.4416	85508.33	10.07192	0.995656	0.998886	1.00111	1.00435	3.858484
9280	-434.49	-421.986	-12.5037	414263.1	7.283221	0.998026	0.999495	1.0005	1.00198	3.402932
9290	-430.209	-420.279	-9.92929	988160.9	11.95302	0.998722	0.999673	1.00033	1.00128	3.147694
9300	-434.321	-420.179	-14.1415	124681.9	7.93345	0.996402	0.999078	1.00092	1.0036	3.669785
9310	-434.793	-418.996	-15.7974	86653.24	10.20919	0.995685	0.998894	1.0011	1.00432	3.784571
9320	-431.087	-415.372	-15.7147	559680.2	9.958098	0.998301	0.999566	1.00043	1.0017	3.794214
9330	-430.911	-413.875	-17.0361	295617.4	8.695214	0.997663	0.999402	1.0006	1.00234	4.011611
9340	-424.503	-414.286	-10.2168	499950.6	9.992293	0.998203	0.99954	1.00046	1.0018	3.241649
9350	-438.231	-419.026	-19.2055	101064.2	8.337155	0.996004	0.998976	1.00102	1.004	4.286254
9360	-434.862	-416.796	-18.066	985406.6	7.842041	0.99872	0.999673	1.00033	1.00128	4.166563
9370	-449.421	-431.231	-18.1906	582345.2	8.788541	0.998335	0.999574	1.00042	1.00167	4.138337
9380	-446.432	-431.062	-15.3701	590037	10.07507	0.998346	0.999577	1.00042	1.00166	3.751884
9390	-437.218	-422.694	-14.5238	785195.7	10.76716	0.998566	0.999633	1.00037	1.00143	3.622883
9400	-438.964	-422.835	-16.1288	182256.1	6.48945	0.997024	0.999238	1.00076	1.00298	3.815437
9410	-441.812	-431.912	-9.90002	98019.68	10.81416	0.995943	0.99896	1.00103	1.00406	3.191994
9420	-448.453	-428.536	-19.917	582447.3	9.369985	0.998335	0.999574	1.00042	1.00167	4.278998
9430	-440.21	-420.385	-19.825	371272.3	7.440529	0.997915	0.999466	1.00053	1.00209	4.405503
9440	-444.743	-424.931	-19.8116	901650.4	6.737916	0.998662	0.999658	1.00034	1.00134	4.397962
9450	-455.41	-434.435	-20.9745	449793.4	8.137103	0.998105	0.999515	1.00048	1.0019	4.515448
9460	-441.144	-418.898	-22.2463	587430	7.035593	0.998342	0.999576	1.00042	1.00166	4.752249
9470	-436.222	-419.084	-17.1374	805902.5	7.427085	0.998584	0.999638	1.00036	1.00142	4.04394
9480	-442.885	-430.169	-12.7157	824762.2	9.380546	0.998601	0.999642	1.00036	1.0014	3.510239
9490	-440.622	-422.726	-17.8963	724701.2	7.945011	0.998507	0.999618	1.00038	1.00149	4.142792
9500	-443.752	-425.32	-18.4323	8147.121	7.704103	0.985953	0.996368	1.00356	1.01412	4.216276
9510	-438.275	-418.561	-19.714	258728.9	7.083847	0.997502	0.999361	1.00064	1.0025	4.392878
9520	-445.916	-426.148	-19.7674	376618.5	8.603485	0.99793	0.99947	1.00053	1.00207	4.333299
9530	-436.963	-419.469	-17.494	947076.2	6.254448	0.998694	0.999666	1.00033	1.00131	3.989975
9540	-435.149	-421.044	-14.1041	222414.4	11.55383	0.997306	0.99931	1.00069	1.0027	3.527677
9550	-439.494	-422.933	-16.5617	664880.4	5.991986	0.998442	0.999601	1.0004	1.00156	3.781804
9560	-445.69	-426.821	-18.8691	547000.8	11.56203	0.998282	0.999561	1.00044	1.00172	3.939187
9570	-447.986	-427.034	-20.9517	319391.2	8.440347	0.997752	0.999425	1.00057	1.00225	4.486389
9580	-426.23	-418.862	-7.3688	933129	8.790888	0.998684	0.999664	1.00034	1.00132	2.907162
9590	-435.255	-420.189	-15.0654	804464.1	8.804872	0.998583	0.999638	1.00036	1.00142	3.782316
9600	-445.025	-429.335	-15.6906	982728.6	5.991858	0.998718	0.999672	1.00033	1.00128	3.636392
9610	-437.528	-421.815	-15.713	987231.8	7.590956	0.998721	0.999673	1.00033	1.00128	3.85955
9620	-436.208	-422.415	-13.7921	313278.8	8.365355	0.99773	0.999419	1.00058	1.00227	3.637335
9630	-429.195	-418.872	-10.3233	471496.5	11.50057	0.998149	0.999527	1.00047	1.00185	3.202936
9640	-431.627	-416.221	-15.4062	774190.9	11.40836	0.998556	0.999631	1.00037	1.00145	3.652691
9650	-421.37	-411.058	-10.3123	572096	8.754904	0.99832	0.99957	1.00043	1.00168	3.240686
9660	-427.872	-412.843	-15.0287	120551.4	6.95952	0.996341	0.999063	1.00093	1.00366	3.717753
9670	-438.121	-422.093	-16.0284	744702.9	7.921687	0.998527	0.999623	1.00038	1.00147	3.907537
9680	-432.681	-418.825	-13.8557	354220.7	9.792405	0.997865	0.999454	1.00054	1.00214	3.615411
9690	-445.181	-427.321	-17.8601	343185.7	7.25174	0.997831	0.999445	1.00055	1.00217	4.137498
9700	-440.092	-425.537	-14.5545	200771.8	7.172335	0.997165	0.999274	1.00072	1.00284	3.673968
9710	-436.886	-418.091	-18.795	362282.2	6.607426	0.997889	0.99946	1.00054	1.00211	4.237228
9720	-428.436	-413.713	-14.7238	981914	7.733371	0.998718	0.999672	1.00033	1.00128	3.736192
9730	-429.081	-416.603	-12.4781	922774.3	9.947195	0.998677	0.999662	1.00034	1.00132	3.469576
9740	-433.088	-418.863	-14.2242	364965.6	10.26428	0.997897	0.999462	1.00054	1.0021	3.627216
9750	-443.755	-421.418	-22.3364	978501.5	5.118104	0.998715	0.999671	1.00033	1.00129	4.57355
9760	-437.041	-421.052	-15.9892	241579.8	12.23423	0.997415	0.999338	1.00066	1.00259	3.628797
9770	-424.599	-414.486	-10.1122	442550.1	10.01889	0.99809	0.999511	1.00049	1.00191	3.230826
9780	-432.833	-414.877	-17.9557	205197.9	7.875989	0.997195	0.999282	1.00072	1.00281	4.151831
9790	-430.645	-418.107	-12.5374	880153.5	9.506171	0.998645	0.999654	1.00035	1.00136	3.488636
9800	-436.145	-423.145	-13.0002	598244.7	9.07254	0.998357	0.99958	1.00042	1.00164	3.546117
9810	-434.697	-422.486	-12.2108	976740.4	8.999248	0.998714	0.999671	1.00033	1.00129	3.459167
9820	-431.388	-418.014	-13.3735	713447.3	9.827887	0.998496	0.999615	1.00038	1.00151	3.564711
9830	-430.264	-418.201	-12.0625	8717.366	11.49503	0.986419	0.99649	1.00344	1.01365	3.354493
9840	-435.618	-420.225	-15.3928	78310.8	8.458214	0.995461	0.998836	1.00116	1.00455	3.827523
9850	-425.55	-412.247	-13.3025	573570.8	9.302555	0.998322	0.999571	1.00043	1.00168	3.574803
9860	-436.114	-419.357	-16.7568	984337.6	6.085953	0.998719	0.999672	1.00033	1.00128	3.836762
9870	-431.579	-417.839	-13.7399	878409.9	8.454692	0.998644	0.999653	1.00035	1.00136	3.632075
9880	-423.611	-411.435	-12.176	339547.6	9.788276	0.997819	0.999442	1.00056	1.00218	3.443998
9890	-426.053	-413.02	-13.0324	146621.7	8.807744	0.996682	0.99915	1.00085	1.00332	3.551423
9900	-425.714	-409.927	-15.7876	860503.3	7.841576	0.99863	0.99965	1.00035	1.00137	3.876024
9910	-427.664	-416.657	-11.0064	373234.5	9.182145	0.99792	0.999468	1.00053	1.00208	3.327423
9920	-431.722	-421.63	-10.0919	722305.4	9.176846	0.998505	0.999618	1.00038	1.0015	3.227725
9930	-433.856	-419.404	-14.4521	58083.63	11.10879	0.994731	0.998648	1.00134	1.00528	3.591653
9940	-434.128	-419.609	-14.5193	296651.9	9.954201	0.997667	0.999403	1.0006	1.00233	3.674386
9950	-432.961	-420.069	-12.8921	73244.08	6.240475	0.995307	0.998796	1.0012	1.0047	3.2501
9960	-437.986	-419.58	-18.4058	870818.5	6.591515	0.998638	0.999652	1.00035	1.00136	4.176835
9970	-441.36	-423.992	-17.3677	630303.6	6.963064	0.998399	0.999591	1.00041	1.0016	4.054083
9980	-441.79	-422.087	-19.7026	556947.7	8.363116	0.998297	0.999564	1.00043	1.0017	4.344041
9990	-429.725	-417.748	-11.9768	44199.39	8.677959	0.99396	0.998449	1.00154	1.00605	3.429432
10000	-434.85	-426.083	-8.76771	820120.8	11.29455	0.998597	0.999641	1.00036	1.0014	3.074462
